"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridfull_306-366" 4.9790338773442e-06 2.81803482409773e-06 3.4169089477026e-06 6.77561276123773e-06 1.1918246944733e-05 1.20220375132154e-05 1.21172786101373e-05 1.23678548306834e-05 2.64240742861225e-06 2.95721740510597e-06 2.74144209334356e-06 3.23505614614047e-06 4.96714353123914e-06 9.01086472751893e-06 1.13284132978352e-05 1.19466290483429e-05 1.20399893085593e-05 3.15780370442194e-06 4.13486644588108e-06 9.78759184242101e-06 1.19483475240663e-05 1.20362041862242e-05 1.21025941549095e-05 2.93161905458335e-06 3.29422409605457e-06 4.17379511684011e-06 5.14200388218251e-06 7.25959960015719e-06 0.000231707051867573 1.13455381538947e-05 1.19455407570083e-05 1.20064899983252e-05 3.18209488026619e-06 6.52005603841656e-06 1.08122613822891e-05 7.52960607957156e-06 3.17550198971524e-06 3.05076301197674e-06 3.41026318855993e-06 5.81858646690942e-06 1.19921241798827e-05 1.25742047991771e-05 -2.46282804605549e-07 -2.52331922384479e-07 -2.5922251008243e-07 -2.37752651894401e-07 -1.83285347176965e-07 -6.12678590755555e-08 -2.70016079979018e-07 1.55377708885533e-07 3.59877174255415e-07 4.38772402488563e-07 2.65089377779814e-07 -1.23144710148629e-07 -1.0547004362499e-07 -7.64657302810707e-08 1.14556912035947e-07 2.66684419631551e-07 5.810914474549e-08 -9.9660917434768e-08 -1.01870812602734e-07 3.33897908689808e-07
"Immunityhybridfull_367-427" 5.58319753422646e-06 2.52389497679646e-06 3.20772556844822e-06 6.57942959515427e-06 1.47755208686298e-05 1.78753138640454e-05 1.91191647228019e-05 1.83173130214501e-05 2.233936616749e-06 2.56326714874325e-06 2.31469373386018e-06 2.9737276527524e-06 5.3828149238768e-06 9.85493233344111e-06 1.5798999233812e-05 1.77381716292571e-05 1.720551101638e-05 2.94732525854861e-06 4.00321248329545e-06 1.07416861665436e-05 1.61508446366289e-05 1.81298393407078e-05 1.90445537918817e-05 2.57426247531823e-06 2.95540601221987e-06 3.97944306849165e-06 5.79486687371651e-06 9.11748920765569e-06 1.13455381538947e-05 0.00036732748861648 1.75078799954469e-05 1.72541290832272e-05 2.80029655344867e-06 6.66602672546519e-06 1.40093767385828e-05 9.81607730516814e-06 3.11146515970055e-06 2.6938661221089e-06 3.04943721410161e-06 6.31616206585636e-06 1.85160895748256e-05 1.91217070242998e-05 -2.40809467737986e-07 -2.4661738050312e-07 -2.52226544908043e-07 -2.13499441768952e-07 -1.29542178116846e-07 9.42002321480599e-10 -2.09131649329173e-07 4.58918854930661e-07 6.18186654889053e-07 5.8793402875652e-07 3.54253479674707e-07 -2.11381006775563e-07 -2.28250494957885e-07 -1.71877834979943e-07 2.2620261855242e-09 1.34103291239515e-07 -1.37345363819772e-07 -3.32115148004074e-07 -3.04974250806371e-07 1.88737823073285e-07
"Immunityhybridfull_428-488" 5.79884992629511e-06 2.63005489857235e-06 3.43158407421141e-06 6.86926292958771e-06 1.50447052982074e-05 2.09619559729339e-05 2.45521954950393e-05 2.551625996347e-05 2.05728867289158e-06 2.36704969581068e-06 2.07892669788432e-06 2.91341540061642e-06 5.6814015459051e-06 9.89180866969009e-06 1.70829354656235e-05 2.17715553990814e-05 1.96509133305762e-05 3.03755375894622e-06 4.17537738510867e-06 1.10452829674888e-05 1.71755792336283e-05 2.18154657561259e-05 2.44850295560816e-05 2.41727134212132e-06 2.88301528721958e-06 3.8502837224201e-06 5.95568243237432e-06 9.90788066603118e-06 1.19455407570083e-05 1.75078799954469e-05 0.00132499348457123 1.96157277023661e-05 2.65119068747223e-06 6.50879787632567e-06 1.49018832356588e-05 1.04230464075517e-05 3.23373239343193e-06 2.59162248693254e-06 2.96390397834944e-06 6.2721257804448e-06 2.21071355903309e-05 2.83685613399795e-05 -2.84237543287669e-07 -3.30717603919965e-07 -3.70583457847794e-07 -3.77395112999822e-07 -2.4861790941552e-07 -1.45268887298163e-07 -7.47472122923419e-07 1.0449967438707e-06 9.33623575791368e-07 9.08476407088986e-07 5.66952208005707e-07 -5.18695700667785e-07 -7.07588514729819e-07 -7.67099843071298e-07 -5.03214338153033e-07 -2.63022305733971e-07 -6.21323560818326e-07 -8.9583921439485e-07 -8.34787614018768e-07 4.10241197221099e-07
"Immunityhybridfull_489-549" 5.80394004636545e-06 2.49624972459006e-06 3.32079768915393e-06 6.86072274714263e-06 1.55600100654436e-05 1.99401711789051e-05 2.21492956093675e-05 2.13286339873954e-05 2.08696942621148e-06 2.38295050913806e-06 2.1320307588358e-06 2.86642779611848e-06 5.54536402046894e-06 1.02525429846641e-05 1.69973155629005e-05 1.99839024882139e-05 1.91975932448671e-05 2.92853934777252e-06 4.0605081684692e-06 1.12533142720922e-05 1.73042181907651e-05 2.03266797084092e-05 2.19669457843357e-05 2.44304270917623e-06 2.84861018621033e-06 3.92068394211744e-06 5.94843987001336e-06 9.69149367408876e-06 1.20064899983252e-05 1.72541290832272e-05 1.96157277023661e-05 0.00686844569535169 2.67192168806102e-06 6.7118492688772e-06 1.49683753510617e-05 1.04333203753989e-05 3.13270435150761e-06 2.60595201567382e-06 3.00603008292459e-06 6.45317479175109e-06 2.08549531968275e-05 2.27625207454859e-05 -3.13249842645812e-07 -3.69522781823541e-07 -4.6568048079954e-07 -5.22059201318322e-07 -4.31016804123022e-07 -4.5851778066793e-07 -8.98913195178201e-07 7.64848772943082e-07 4.77348995058967e-07 5.71160897744412e-07 3.84172559905266e-07 -3.13830513830977e-07 -4.35689010083806e-07 -5.43541784014795e-07 -2.49714149254148e-07 5.7357125567656e-08 -4.45633237242539e-07 -8.49864853031415e-07 -1.34549086087408e-06 9.48610716702293e-07
"Immunityinf_062-122" 3.69940458097053e-06 3.80768637790088e-06 3.8432109880611e-06 3.61585244780825e-06 2.67713528526486e-06 2.3805526992106e-06 2.26543673509446e-06 2.60207089908518e-06 3.87672214316675e-06 4.04477280118337e-06 3.81604462550365e-06 3.9307237243956e-06 3.84079447594889e-06 3.25624503922355e-06 2.77289898963099e-06 2.53901584527178e-06 2.52477993400008e-06 3.92902573189253e-06 3.9584438352901e-06 3.22350875633486e-06 2.6844445282721e-06 2.50054737873345e-06 2.4561341220438e-06 4.02087250262286e-06 4.05043461588277e-06 3.78504607766994e-06 3.72395407711754e-06 3.50428793417369e-06 3.18209488026619e-06 2.80029655344867e-06 2.65119068747223e-06 2.67192168806102e-06 9.91644993566613e-05 3.81030585002095e-06 2.98140531168113e-06 3.23518523184598e-06 3.86984986051424e-06 4.02704374154262e-06 3.95343389901113e-06 3.80212884125431e-06 2.20135928810549e-06 2.1728757992442e-06 -1.27530440533388e-07 -8.60597401314465e-08 -4.41199778438905e-08 1.52888686484162e-08 6.97174035214261e-08 2.40457909063644e-07 -6.18931660456935e-07 1.38945290893819e-07 2.79034362650339e-07 2.36444401179562e-07 6.44357173050158e-08 1.39096002126993e-07 3.52522745933726e-07 4.90585000400074e-07 6.51938500941915e-07 7.16413206056317e-07 7.62672891007345e-07 8.05041797134566e-07 1.11258261959356e-06 2.10482920050349e-07
"Immunityinf_123-183" 4.29466780140812e-06 2.98313441762934e-06 4.09465345933235e-06 6.49716372019753e-06 7.367424176843e-06 6.38518603471837e-06 5.96822599108025e-06 6.18286464626594e-06 2.96495072906393e-06 3.67389952644899e-06 3.05069481614302e-06 3.53717444957566e-06 5.16654504198107e-06 6.55637790726016e-06 6.68746950320564e-06 6.38558066648533e-06 6.68470974586323e-06 3.43339928802391e-06 4.83391884306268e-06 7.25451893441945e-06 7.01155399865848e-06 6.33651015204576e-06 6.04668409659791e-06 3.4008882484739e-06 3.9529875172746e-06 4.08173031858042e-06 4.42849754993912e-06 5.68074903628492e-06 6.52005603841656e-06 6.66602672546519e-06 6.50879787632567e-06 6.7118492688772e-06 3.81030585002095e-06 0.000145086027327698 6.83463631239216e-06 4.99300998288439e-06 3.22292314981916e-06 3.70164186222809e-06 3.78433507876779e-06 5.35129332187348e-06 6.09993759296338e-06 5.67335835531202e-06 -1.58604160543574e-07 -1.39387367271551e-07 -1.15286050638967e-07 -7.86842684063654e-08 -1.05146408542975e-08 1.52075949086274e-07 -9.17879877859793e-07 1.76109077223986e-07 2.71398949997807e-07 2.6305429406013e-07 1.18501470701572e-07 7.03785785116107e-08 2.32901980495336e-07 3.48666840348516e-07 4.87933151613029e-07 5.6003568557456e-07 4.38458206021795e-07 3.61396816791105e-07 5.6975760486178e-07 2.81442241749157e-07
"Immunityinf_184-244" 5.42508592439315e-06 2.50555886552189e-06 3.06558880649505e-06 6.86611330477682e-06 1.37857883648738e-05 1.50975589603352e-05 1.5573654072818e-05 1.51177390034638e-05 2.45354471998026e-06 2.76551755494558e-06 2.57998454313484e-06 3.03010537642433e-06 5.16929920758983e-06 9.87500599980855e-06 1.39413624970702e-05 1.4957094279819e-05 1.49318995811578e-05 2.90415661793079e-06 3.92715216914139e-06 1.0691960822358e-05 1.44376916553105e-05 1.52017621020457e-05 1.55599778002295e-05 2.70701306682738e-06 3.05500229155901e-06 4.14760832185739e-06 5.51941088876007e-06 8.31866818410931e-06 1.08122613822891e-05 1.40093767385828e-05 1.49018832356588e-05 1.49683753510617e-05 2.98140531168113e-06 6.83463631239216e-06 0.000147047142879108 8.90939508974065e-06 3.11463962515922e-06 2.84103002643934e-06 3.26971612766092e-06 6.24085354384203e-06 1.53446085551646e-05 1.51855982472321e-05 -1.75992426943617e-07 -1.79030855018956e-07 -1.54511227459417e-07 -1.35620302361571e-07 -6.59744592385696e-08 1.02404724092525e-07 -1.08632000195325e-06 2.78014407309778e-07 2.64437608426327e-07 2.36218146078022e-07 9.90423034770613e-08 7.70677896697974e-09 1.15859788589527e-07 1.86742316613557e-07 2.93980305992558e-07 3.56493972468017e-07 1.15585090830576e-07 -5.15787960176483e-08 5.6826982205547e-08 3.09474828254181e-07
"Immunityinf_245-305" 4.76894276144904e-06 3.1969563023303e-06 3.08276136372363e-06 4.64139727716796e-06 9.27460376763737e-06 1.05544551535311e-05 1.09327884938178e-05 1.1028505971219e-05 3.25058116619396e-06 3.15482133205416e-06 3.39656819445139e-06 3.36929243091028e-06 4.26117974107659e-06 6.78472383376178e-06 9.75471085022169e-06 1.04632685284337e-05 1.03229174217967e-05 3.30132859952147e-06 3.48936084374724e-06 7.04790763258323e-06 9.96405090436048e-06 1.07079166081932e-05 1.1000318856752e-05 3.21043768567141e-06 3.24395447641236e-06 3.99708005547714e-06 4.76058333930158e-06 6.26426959806685e-06 7.52960607957156e-06 9.81607730516814e-06 1.04230464075517e-05 1.04333203753989e-05 3.23518523184598e-06 4.99300998288439e-06 8.90939508974065e-06 0.000152004411679068 3.58244541318803e-06 3.21521917936367e-06 3.4674979350842e-06 4.89727376562681e-06 1.07612507509202e-05 1.10341475789573e-05 -1.49662327209975e-07 -1.39597259812131e-07 -1.22708442738989e-07 -1.08190673039868e-07 -1.71555283984644e-08 1.79219573410653e-07 -7.58486142159219e-07 2.36788609579621e-07 2.90290899862257e-07 2.61744735753092e-07 1.21096622427357e-07 2.45465671830981e-08 1.19389135679899e-07 1.78742406054927e-07 2.79011391667386e-07 3.72795651449867e-07 2.97511501888163e-07 2.47123803223471e-07 4.6054496710471e-07 2.14681534858e-07
"Immunityinf_306-366" 3.77271011610541e-06 4.01326002766945e-06 3.50131627564159e-06 2.91098306751238e-06 2.81849319283963e-06 2.99776774754798e-06 3.10994756720301e-06 3.56270450667189e-06 4.11440841486882e-06 3.89592356933583e-06 4.09366784566118e-06 3.91002037079181e-06 3.39269977591156e-06 3.12398386537556e-06 3.06908702456917e-06 3.17829482796452e-06 2.9928913897204e-06 3.92612548563675e-06 3.44201001933137e-06 2.92176634043898e-06 2.98635325441257e-06 3.16695802752516e-06 3.28945054365237e-06 3.97286064665282e-06 3.79237504549077e-06 3.79842867935264e-06 3.69403499285481e-06 3.3432203890127e-06 3.17550198971524e-06 3.11146515970055e-06 3.23373239343193e-06 3.13270435150761e-06 3.86984986051424e-06 3.22292314981916e-06 3.11463962515922e-06 3.58244541318803e-06 7.55560260231625e-05 3.89166979461079e-06 3.91015629910919e-06 3.46038623339108e-06 2.92476189196987e-06 3.3400134770323e-06 -1.4128325106772e-07 -1.30422761401495e-07 -1.23386800359725e-07 -6.77890302887712e-08 3.85781180250022e-09 1.79675126388538e-07 -9.59562426368258e-07 9.17988544069516e-08 6.62669836345253e-08 1.0032034320491e-07 4.8758919545605e-08 -5.73032960539896e-10 4.37758528805452e-08 1.05904418729253e-07 2.72154152775984e-07 4.35590077568594e-07 5.26602816704671e-07 5.97604142336224e-07 9.29824421906545e-07 1.11058137333244e-07
"Immunityinf_367-427" 3.71190066754261e-06 3.86159982818923e-06 3.92494356371342e-06 3.52655904231714e-06 2.57743342894e-06 2.39089282576615e-06 2.30577172403804e-06 2.69496535833075e-06 3.9271353435678e-06 4.08681303406087e-06 3.88132564505675e-06 3.93602637716173e-06 3.83474262245887e-06 3.13338343916146e-06 2.67986113892013e-06 2.51229581036565e-06 2.49709743152262e-06 3.94524499150534e-06 3.97163581060869e-06 3.07506323483973e-06 2.59232355708639e-06 2.48715639856451e-06 2.46132493096522e-06 3.99355739669814e-06 4.01304280947814e-06 3.76756400164893e-06 3.68329312037057e-06 3.44174854537734e-06 3.05076301197674e-06 2.6938661221089e-06 2.59162248693254e-06 2.60595201567382e-06 4.02704374154262e-06 3.70164186222809e-06 2.84103002643934e-06 3.21521917936367e-06 3.89166979461079e-06 7.40673070054351e-05 3.98132772113657e-06 3.79645507940965e-06 2.26088345692465e-06 2.24532009021506e-06 -1.78115163095338e-07 -1.84252382025708e-07 -1.55747057013773e-07 -1.14395861618752e-07 -4.58496772081988e-08 1.14690051930597e-07 -1.56186708084123e-06 1.43515250980039e-07 1.83129274629672e-10 3.6187422350636e-08 2.16855079172655e-08 1.32092256030056e-08 5.11701570631492e-08 1.15130488028044e-07 2.84307255409386e-07 4.37001010446422e-07 4.9401318125508e-07 5.36488022689481e-07 8.20025470083595e-07 1.92690220214029e-07
"Immunityinf_428-488" 3.83128496866441e-06 3.85684167304795e-06 3.74808855931775e-06 3.68036493371608e-06 3.09266803298448e-06 2.75230390305231e-06 2.61416157256511e-06 3.10449051241909e-06 3.97725981398287e-06 4.01325400039795e-06 3.95827870415713e-06 3.88980035207596e-06 3.78988547570804e-06 3.53022051535319e-06 3.05007862153764e-06 2.87449756649499e-06 2.91889372993372e-06 3.881548019613e-06 3.83666817291919e-06 3.48844882317054e-06 3.03403561913607e-06 2.83215152901153e-06 2.766753035659e-06 3.91768652373559e-06 3.91193781556202e-06 3.84807370451055e-06 3.72323361649917e-06 3.54677104144624e-06 3.41026318855993e-06 3.04943721410161e-06 2.96390397834944e-06 3.00603008292459e-06 3.95343389901113e-06 3.78433507876779e-06 3.26971612766092e-06 3.4674979350842e-06 3.91015629910919e-06 3.98132772113657e-06 7.88600583220212e-05 3.84109949547941e-06 2.59040144652033e-06 2.51948503360472e-06 -1.89838953292959e-07 -1.78610093102393e-07 -1.68768967539206e-07 -1.50089148626702e-07 -9.39314268803807e-08 7.76768144928112e-08 -2.38907452057291e-06 6.4392013832297e-08 -1.11506627510002e-07 -9.94703406128302e-09 2.83369012856914e-08 -6.52741281152381e-08 -4.05517362641409e-08 3.00970078261621e-08 2.32974514297173e-07 4.04533527252393e-07 4.51803125812337e-07 4.80393735879113e-07 7.1278923991141e-07 2.08332639160104e-07
"Immunityinf_489-549" 4.31803063950661e-06 3.25325441044042e-06 4.06414021527678e-06 5.37396953668573e-06 6.57376586997909e-06 6.27149970845005e-06 6.02997380134362e-06 6.40322085652493e-06 3.24062391024399e-06 3.87379870152255e-06 3.20464032895538e-06 3.6700213284211e-06 4.73712306389744e-06 5.74578786126753e-06 6.35273653709113e-06 6.21122983759002e-06 6.43376509629752e-06 3.61430271123086e-06 4.4813854870287e-06 6.10403445193959e-06 6.52946233076391e-06 6.2582180372153e-06 6.09602798010027e-06 3.54461203327212e-06 3.87318865020579e-06 3.88003513769455e-06 4.34873845641977e-06 5.25749633538645e-06 5.81858646690942e-06 6.31616206585636e-06 6.2721257804448e-06 6.45317479175109e-06 3.80212884125431e-06 5.35129332187348e-06 6.24085354384203e-06 4.89727376562681e-06 3.46038623339108e-06 3.79645507940965e-06 3.84109949547941e-06 0.000171899847738102 6.15371166521134e-06 5.73691539383445e-06 -1.78467436267137e-07 -1.90820120083378e-07 -1.91309427059652e-07 -1.60130472699446e-07 -1.00382563417232e-07 6.51727663738289e-08 -3.26865645677674e-06 1.33277306039722e-07 -2.97490840936414e-08 6.81502774186247e-08 7.33485517567836e-08 -8.51833598893634e-08 -6.57950139906262e-08 -1.48939547713305e-08 1.37750492420581e-07 2.87296575397076e-07 2.07240878876828e-07 1.57172581302453e-07 3.5669735300193e-07 2.32022869916874e-07
"Immunitysecboost_001-061" 5.75101734630399e-06 2.90587528253398e-06 4.68288351694127e-06 7.78373975363074e-06 1.63409175349032e-05 2.36598216516039e-05 2.74554054168096e-05 2.5350242715865e-05 1.75158393991641e-06 2.06411143754978e-06 1.66786081297257e-06 2.71137680214038e-06 6.02483609719984e-06 9.95826429089736e-06 1.83074547884325e-05 2.32537853344669e-05 2.16938275151312e-05 3.00535329397644e-06 4.56194520064794e-06 1.12392055007716e-05 1.8425563804037e-05 2.35912447555237e-05 2.62128169441504e-05 1.98998904085076e-06 2.61963853144437e-06 3.48452635264269e-06 5.84392463997227e-06 1.02101837739715e-05 1.19921241798827e-05 1.85160895748256e-05 2.21071355903309e-05 2.08549531968275e-05 2.20135928810549e-06 6.09993759296338e-06 1.53446085551646e-05 1.07612507509202e-05 2.92476189196987e-06 2.26088345692465e-06 2.59040144652033e-06 6.15371166521134e-06 0.000590885287895458 2.98557051070356e-05 -3.34260064055744e-07 -6.08335538875235e-07 -8.07343709605834e-07 -1.0007741778438e-06 -1.01665679757479e-06 -6.65319278369882e-07 -5.28192090115571e-07 8.43113399113603e-07 9.09749160814306e-07 7.65580987516746e-07 4.62652297232357e-07 -3.73102824992138e-07 -6.6435970179332e-07 -1.12665783476787e-06 -2.30822360372224e-06 -3.55849873454936e-06 -4.64890917039769e-06 -5.34130388554442e-06 -5.01456242257837e-06 1.46703066723721e-08
"Immunitysecboost_062-122" 5.96625732847044e-06 2.91893239141285e-06 4.69827747846478e-06 7.59396666406791e-06 1.46583060778242e-05 2.70259128019102e-05 3.62237915485451e-05 6.6202881464513e-05 1.72855576369109e-06 2.03581964839752e-06 1.62588587627993e-06 2.64786464465704e-06 6.14375333426959e-06 9.44235332890505e-06 1.83070199271644e-05 3.02020024802077e-05 2.37130919786042e-05 3.02545225842948e-06 4.58180834507327e-06 1.06372573061744e-05 1.77302920206919e-05 2.92674193338707e-05 3.56782025566078e-05 1.96285841837546e-06 2.59992820898234e-06 3.30831980349207e-06 5.70934197865567e-06 1.0974383524229e-05 1.25742047991771e-05 1.91217070242998e-05 2.83685613399795e-05 2.27625207454859e-05 2.1728757992442e-06 5.67335835531202e-06 1.51855982472321e-05 1.10341475789573e-05 3.3400134770323e-06 2.24532009021506e-06 2.51948503360472e-06 5.73691539383445e-06 2.98557051070356e-05 0.0204858359221508 -3.82419076759622e-07 -6.2354528961994e-07 -8.65777026329435e-07 -1.12291761514667e-06 -1.0123571844853e-06 -7.87611394201252e-07 -6.38283271437215e-07 9.16694461299813e-07 9.45140334508944e-07 7.81636991098337e-07 4.92775013233388e-07 -3.88466187383909e-07 -6.66113649602996e-07 -1.2043567531547e-06 -2.36295586652846e-06 -3.6915807237524e-06 -4.82268045847919e-06 -5.41584970117061e-06 -4.88124161263207e-06 -8.30786822488597e-08
"DCCI1" -1.9783635994579e-07 -1.63678759879872e-07 -2.14262221104295e-07 -2.18550937707231e-07 -2.0857030204353e-07 -2.49630492377621e-07 -2.69408394064128e-07 -3.95897237357978e-07 -7.02586428330335e-08 -7.30681760875664e-08 -8.57875944914895e-08 -9.49582103153412e-08 -1.36168578224975e-07 -1.29085450138308e-07 -1.2955077371331e-07 -1.82567014471197e-07 -2.02333211753334e-07 -2.70239806480405e-07 -3.06054307750462e-07 -3.16125135654544e-07 -3.15603016145015e-07 -3.47195788913593e-07 -3.73357532906418e-07 -2.02390868444056e-07 -2.22894990372834e-07 -2.04014935106042e-07 -2.15743618693373e-07 -2.48999091617063e-07 -2.46282804605549e-07 -2.40809467737986e-07 -2.84237543287669e-07 -3.13249842645812e-07 -1.27530440533388e-07 -1.58604160543574e-07 -1.75992426943617e-07 -1.49662327209975e-07 -1.4128325106772e-07 -1.78115163095338e-07 -1.89838953292959e-07 -1.78467436267137e-07 -3.34260064055744e-07 -3.82419076759622e-07 5.20210602450327e-06 1.83839315963705e-06 1.95980408897412e-06 2.05730521061487e-06 2.11682592200477e-06 2.06943697336538e-06 1.49165242209218e-06 2.3579420761112e-07 1.42144193786689e-07 1.75392164216504e-07 9.47063230624749e-08 -1.06961123650636e-07 -2.41356396497385e-07 -4.00935431732682e-07 -5.49981263098691e-07 -6.62864493036072e-07 -7.21477942047268e-07 -7.49928476151699e-07 -7.66753875690337e-07 7.2706925967343e-08
"DCCI2" -2.05751307799808e-07 -1.76710156865892e-07 -3.10991004315152e-07 -3.16279203729139e-07 -2.73854891004807e-07 -3.81286887384131e-07 -4.38039255401461e-07 -4.37938651764299e-07 -4.31255891559744e-08 -4.53224356335994e-08 -3.89828270630473e-08 -5.77597199417581e-08 -1.55835413471076e-07 -1.50557827610378e-07 -1.42082513671206e-07 -2.57589679156986e-07 -3.07974602481546e-07 -2.99858288336824e-07 -4.09449846791519e-07 -4.04900434234893e-07 -3.91733992870766e-07 -5.0154580840881e-07 -5.88683134419152e-07 -1.48192459369495e-07 -2.01691852656216e-07 -1.69142496452132e-07 -1.75625485737588e-07 -2.51137945994933e-07 -2.52331922384479e-07 -2.4661738050312e-07 -3.30717603919965e-07 -3.69522781823541e-07 -8.60597401314465e-08 -1.39387367271551e-07 -1.79030855018956e-07 -1.39597259812131e-07 -1.30422761401495e-07 -1.84252382025708e-07 -1.78610093102393e-07 -1.90820120083378e-07 -6.08335538875235e-07 -6.2354528961994e-07 1.83839315963705e-06 1.0703514775248e-05 2.62467948366697e-06 2.90713558547609e-06 3.08993050173294e-06 2.97636155626341e-06 1.40054417626565e-06 6.09409604013137e-07 3.94752554493397e-07 3.18626688861875e-07 1.75380243163073e-07 -2.20245887675642e-07 -5.54591234312243e-07 -9.35894717610554e-07 -1.35665787706658e-06 -1.71688022216417e-06 -1.99606150077786e-06 -2.16962740135623e-06 -2.24408874873125e-06 1.07182177286532e-07
"DCCI3" -2.16796661816507e-07 -1.36463280869358e-07 -3.23143709006049e-07 -3.47523483614949e-07 -2.63264007954892e-07 -4.01927804232829e-07 -4.93576735911833e-07 -5.21383488041427e-07 -7.17794654824871e-09 -2.15581324855169e-09 4.02454622258751e-10 -9.50498086936019e-09 -1.39267923887213e-07 -1.27238674863343e-07 -1.17284109377062e-07 -2.49699387023926e-07 -2.99335162705674e-07 -2.78729422047904e-07 -4.34423911802321e-07 -4.36668292654826e-07 -3.97618241854866e-07 -5.44982772118793e-07 -6.73455124446462e-07 -1.09855414126385e-07 -1.79392138164789e-07 -1.39138712656324e-07 -1.55622885328938e-07 -2.61025314714503e-07 -2.5922251008243e-07 -2.52226544908043e-07 -3.70583457847794e-07 -4.6568048079954e-07 -4.41199778438905e-08 -1.15286050638967e-07 -1.54511227459417e-07 -1.22708442738989e-07 -1.23386800359725e-07 -1.55747057013773e-07 -1.68768967539206e-07 -1.91309427059652e-07 -8.07343709605834e-07 -8.65777026329435e-07 1.95980408897412e-06 2.62467948366697e-06 2.04830477268982e-05 3.64404189737765e-06 3.97585015844552e-06 3.81447570407568e-06 1.37241957066822e-06 5.37064684863054e-07 3.82023725091098e-07 3.29635981190047e-07 1.93024601200235e-07 -2.59995420695188e-07 -6.92647992934615e-07 -1.21717216604424e-06 -1.8968327665014e-06 -2.53420142544125e-06 -3.15104194050293e-06 -3.65508824864824e-06 -4.09372191099624e-06 5.49589948200434e-08
"DCCI4" -2.16154383459821e-07 -6.15219861093504e-08 -2.69875809507725e-07 -3.21299918938391e-07 -2.0707135148892e-07 -3.38277460060714e-07 -4.39287129970994e-07 -5.90763567716233e-07 4.55335100018319e-08 4.1125187755314e-08 4.86746786186469e-08 5.10089710682344e-08 -9.846165500512e-08 -1.29521212929066e-07 -9.01210111372106e-08 -2.15435125951338e-07 -3.62462845571211e-07 -2.37692081865222e-07 -4.82332294488861e-07 -4.73733421438516e-07 -3.78513066259426e-07 -5.96354850097817e-07 -8.96357665830487e-07 -6.71768717094248e-08 -1.36821604743976e-07 -8.54138285895199e-08 -9.41989487481651e-08 -2.44968945891276e-07 -2.37752651894401e-07 -2.13499441768952e-07 -3.77395112999822e-07 -5.22059201318322e-07 1.52888686484162e-08 -7.86842684063654e-08 -1.35620302361571e-07 -1.08190673039868e-07 -6.77890302887712e-08 -1.14395861618752e-07 -1.50089148626702e-07 -1.60130472699446e-07 -1.0007741778438e-06 -1.12291761514667e-06 2.05730521061487e-06 2.90713558547609e-06 3.64404189737765e-06 3.80227968759904e-05 4.84245752703097e-06 4.64647829439824e-06 1.3635837600411e-06 4.87875774704158e-07 3.60845469337388e-07 3.18139052380859e-07 1.91145805435252e-07 -2.5789294880072e-07 -7.01158428070423e-07 -1.31807105481291e-06 -2.16364117001731e-06 -3.11690726202356e-06 -4.12667230563686e-06 -5.17520444571451e-06 -6.21884712003005e-06 -4.3983378201538e-08
