"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"AgeGr35-39" -1.81665309309647e-06 2.27062076282029e-06 2.90576299463429e-06 3.26258785178756e-06 3.40262206668961e-06 3.35660992243105e-06 -2.5363830375988e-06 -2.24920387857414e-06 -2.56262242891387e-06 1.6539081159878e-06 2.53565270633876e-06 8.43569956597711e-07 -7.16304668812146e-07 -7.09166378468036e-07 -1.18007807822815e-06 3.32890178912047e-06 3.65427871755664e-06 3.4856252112838e-06 3.15169838825111e-06 7.91277909119833e-07 -6.02951267389784e-08 1.50774172027454e-06 -1.67424949375826e-07 2.39401933530837e-06 3.05954917150556e-06 1.52368710331216e-06 -1.72389449953941e-06 -1.47644663156837e-06 -7.51181246922062e-07 -1.40432452256916e-07 -3.31580056084913e-07 -2.65615124792685e-07 -1.40402287684226e-06 -1.4245748388903e-06 -1.196582761081e-06 -6.25431663361455e-07 8.19998472682679e-05 8.26363999203442e-05 8.25791029690062e-05 8.21473634649695e-05 8.19610768924652e-05 8.1765736286865e-05 0.000168316064597874 8.08832423040652e-05 8.0746489872832e-05 8.062409332418e-05 8.04766217893717e-05 8.02565026364654e-05 7.99743359387732e-05 7.96917200103678e-05 7.99236075476192e-05 1.13680429819839e-07
"AgeGr45-49" -1.26467527442084e-06 -5.79183205561639e-06 -6.61851488257459e-06 -6.51133013728244e-06 -6.56742171748086e-06 -7.14307298366375e-06 -1.68448129603198e-06 -2.27562663598094e-06 -8.42086066034934e-07 -3.44485966940424e-06 -4.86970245492859e-06 -4.62833543852785e-06 -4.48056408856694e-06 -4.97992016928455e-06 -4.70269889134588e-06 -5.47494822956238e-06 -6.81920569536568e-06 -7.15425448812972e-06 -7.45542033522513e-06 -9.27962021980822e-06 -1.53528414915047e-06 -1.93448724422598e-06 -1.98954812930443e-06 -3.42839325311262e-06 -4.85487008718405e-06 -3.4076133978979e-06 -4.6676058523654e-06 -3.48547888280737e-06 -1.12382512877901e-06 -1.27061800278103e-06 -8.16898693592437e-07 -1.32747881182891e-06 -2.33659047019093e-06 -2.06733595526247e-06 -2.57724699799284e-06 -2.43979349351235e-06 7.87558505816491e-05 7.95219634096958e-05 7.99782783614382e-05 8.05321888289244e-05 8.03703144793043e-05 8.0603953906996e-05 8.08832423040652e-05 0.000157152395247273 8.1930081202595e-05 8.20702430753773e-05 8.22627062440971e-05 8.26651176385038e-05 8.3145145212493e-05 8.37135070487263e-05 8.31773694495357e-05 1.73844036901668e-07
"AgeGr50-54" -6.91048326240207e-08 -6.58706343626414e-06 -8.44721527152158e-06 -8.62402577413205e-06 -9.34793903454895e-06 -9.56504678507136e-06 -6.12936793268874e-07 -9.99612997082012e-07 6.27721887127746e-07 -2.77175641960613e-06 -6.31512806119645e-06 -4.54791004799181e-06 -2.78657800843861e-06 -2.81976393343261e-06 -2.02870410211042e-06 -5.41377623109674e-06 -7.94193989848696e-06 -8.2917409989895e-06 -9.40663048737291e-06 -6.69037876359347e-06 7.33478705719272e-07 3.73155459859015e-08 -6.26623061729111e-07 -2.42583113620174e-06 -4.42173317384181e-06 -5.35734895926164e-06 -7.98076963445561e-06 -8.80602211883487e-06 8.07450365084739e-07 5.77535259745902e-07 6.55213730817458e-07 -1.14443348392004e-06 -1.61451112925561e-06 -1.4392428892291e-06 -2.04655270781512e-06 -1.45049296107112e-06 7.873939029007e-05 7.89521734364131e-05 7.92943055241496e-05 8.00684651931664e-05 8.00778177966189e-05 8.03831226209109e-05 8.0746489872832e-05 8.1930081202595e-05 0.000184786965151476 8.24657357433604e-05 8.2855485322689e-05 8.34511645791344e-05 8.41933474553002e-05 8.49932226585143e-05 8.43779599871826e-05 2.87527139246189e-07
"AgeGr55-59" 9.03519353303415e-07 -6.76860392015265e-06 -1.10225494904682e-05 -1.16622231487177e-05 -1.42998297173551e-05 -1.29076893978871e-05 8.68273145675877e-07 5.69081618808311e-07 2.17909126582723e-06 -7.67406788232094e-07 -6.06799949879037e-06 -5.95817224454546e-06 -5.73741042713044e-06 -6.67869508062661e-06 -4.67011393847623e-06 -4.30918303919779e-06 -9.21057953209976e-06 -1.07568703735951e-05 -1.44185598298904e-05 -1.41385759691978e-05 2.88406704244167e-06 1.40644350042015e-06 7.47136418930123e-07 1.94320280716072e-07 -3.75212529330324e-06 -3.7494710518988e-06 -5.0720201636177e-06 -5.662817676994e-06 2.40896006994216e-06 2.11382505712974e-06 2.42127205174792e-06 4.1636842232527e-07 -2.24213521267549e-07 -2.78008677194042e-07 -4.60878582345903e-07 6.34360471464354e-08 7.89983041408227e-05 7.85504010385897e-05 7.86744660513893e-05 7.96095259686008e-05 7.98386153542276e-05 8.01919705809166e-05 8.062409332418e-05 8.20702430753773e-05 8.24657357433604e-05 0.000204582323319623 8.36733098567481e-05 8.45480319826502e-05 8.57187151986591e-05 8.69002410769352e-05 8.62960497005651e-05 6.85658187156785e-07
"AgeGr60-64" 2.42374902947635e-06 -7.00710568867339e-06 -1.57824145625947e-05 -1.53747054053548e-05 -2.2315425125636e-05 -1.1923854925791e-05 2.26461747909653e-06 2.60226653298336e-06 3.7021053088638e-06 2.08347290235718e-06 -4.02787990942729e-06 -3.002672511987e-06 -2.08043697918487e-06 -3.76186672457307e-06 -3.56679323590594e-06 -1.97393328303354e-06 -9.56099590339227e-06 -1.0719520417449e-05 -1.84967712726686e-05 -1.02139630573057e-05 5.78271708206368e-06 3.8375960084601e-06 3.43417350400998e-06 4.69760035366784e-06 1.6316919401583e-06 1.56835925469667e-06 -2.34828076002068e-06 -4.34184009160596e-06 4.50992016507476e-06 3.63855677233555e-06 3.85220592953407e-06 2.57052398823876e-06 2.32001628939696e-06 2.15477231941151e-06 1.93216808087846e-06 2.2663324825278e-06 7.93962624234285e-05 7.81749620854279e-05 7.80123278833293e-05 7.90882302117389e-05 7.95526580681453e-05 7.99735928216757e-05 8.04766217893717e-05 8.22627062440971e-05 8.2855485322689e-05 8.36733098567481e-05 0.000261705410602965 8.63440284038841e-05 8.81546662979324e-05 8.99026033717886e-05 8.91368276124347e-05 1.13166083872612e-06
"AgeGr65-69" 2.6530616470803e-06 -1.06643351995554e-05 -2.2602244335076e-05 -2.04270815109309e-05 -3.02060385522547e-05 -1.26516409990321e-05 2.05398303301504e-06 2.31543848091924e-06 3.62565046042529e-06 2.12592483508959e-06 -4.74570526008249e-06 -2.22255670897615e-06 -4.26700722012017e-07 -9.85185865790964e-07 9.83797978109749e-07 -6.43915347052501e-07 -8.0819342266259e-06 -8.93154862106065e-06 -1.65940434108028e-05 -6.83903200909818e-06 6.21451871369122e-06 3.71254747312414e-06 3.85356580438667e-06 5.97177067379952e-06 3.13357632581109e-06 3.46463271457733e-06 1.27161582513e-07 -6.48922406573239e-07 4.87030536980299e-06 3.95701496608754e-06 3.7788300448166e-06 3.27477779786599e-06 3.46910914487817e-06 3.26840016620679e-06 3.31877757211217e-06 3.0964709599768e-06 7.83655162363363e-05 7.72348070424194e-05 7.71877148509025e-05 7.85640071721845e-05 7.90118695869423e-05 7.95903494489686e-05 8.02565026364654e-05 8.26651176385038e-05 8.34511645791344e-05 8.45480319826502e-05 8.63440284038841e-05 0.00031468702076177 9.07823679860642e-05 9.31610052928521e-05 9.19456945432914e-05 1.72817264324695e-06
"AgeGr70-74" 1.94796448249098e-06 -9.40258386449534e-06 -3.2328124135254e-05 -3.90018269255172e-05 -5.09062163120339e-05 -2.18620692126994e-05 2.50912173637109e-06 2.1453817541458e-06 3.99860347121439e-06 2.34622954202475e-06 -1.04053132439121e-05 -1.00745594603378e-05 -6.30360757195526e-06 -1.09115311795432e-05 -9.40817533022004e-06 -4.43638204481873e-07 -1.19932718788857e-05 -1.81781073230609e-05 -2.88815763029725e-05 -1.71920842935654e-05 6.04247391487216e-06 3.32373545439818e-06 3.64187445529144e-06 5.74639337514303e-06 1.01945570054647e-06 -1.57298508243045e-07 -3.68529300516597e-06 -9.40983829667534e-06 4.54524014227069e-06 1.64620493208305e-06 5.31689474579049e-07 4.2649232138606e-06 3.69212144853964e-06 2.7341650636702e-06 2.97131895785566e-06 1.90882342229371e-06 7.72321813206132e-05 7.60687985059976e-05 7.60421900753986e-05 7.77899125170192e-05 7.84039809133075e-05 7.90948122716094e-05 7.99743359387732e-05 8.3145145212493e-05 8.41933474553002e-05 8.57187151986591e-05 8.81546662979324e-05 9.07823679860642e-05 0.000374615714004461 9.89820138796075e-05 9.77298869021542e-05 2.2655809706969e-06
"AgeGr75-79" 1.51984833597825e-07 -9.41382368463263e-06 -4.26418646731478e-05 -6.03606743490137e-05 -7.3493032993356e-05 -3.86566780332706e-05 1.3147264767038e-06 1.63819844983551e-07 2.98672443742476e-06 7.71379412852985e-07 -1.59357367152702e-05 -1.94384123838118e-05 -1.30061785294051e-05 -2.33612761303516e-05 -1.99274766526582e-05 -2.17536067154221e-06 -1.65237888760571e-05 -2.75978036882154e-05 -4.15925296058716e-05 -3.04710866547265e-05 4.47301703702348e-06 1.1248782848547e-06 2.00196936091745e-06 3.4922458669717e-06 -3.12670062290868e-06 -4.73318997704246e-06 -8.42471807101464e-06 -1.83867610014645e-05 2.90406533359774e-06 -1.97157263543423e-06 -3.90849606923155e-06 3.36243234214771e-06 2.80343903531563e-06 9.33804213686585e-07 9.2241723065413e-07 -1.07004302078926e-06 7.52999543225125e-05 7.47636020984819e-05 7.49943081351656e-05 7.71454145662356e-05 7.77479758424239e-05 7.85721599603485e-05 7.96917200103678e-05 8.37135070487263e-05 8.49932226585143e-05 8.69002410769352e-05 8.99026033717886e-05 9.31610052928521e-05 9.89820138796075e-05 0.000490988250558849 0.000103520156565938 2.93925327675165e-06
"AgeGr80+" 2.44279284611656e-06 -1.93990960661323e-06 -3.50815594716085e-05 -5.96317568262084e-05 -7.37832475878449e-05 -6.32988797691475e-05 4.70244167299228e-06 3.77484918229069e-06 6.63171253876474e-06 5.23078606567104e-06 -1.10533960229499e-05 -3.76374484284149e-05 -3.52256712644206e-05 -4.83669196985735e-05 -2.75051633888999e-05 3.13068704294574e-06 -1.28376150968578e-05 -2.82451441320791e-05 -4.44739148747097e-05 -4.42354397316727e-05 8.01907296631805e-06 5.47866736729954e-06 6.10281521514767e-06 7.29424272787453e-06 -7.70146713010618e-08 -7.44277404838897e-06 -1.50375636162159e-05 -2.7936177582469e-05 5.74015257951002e-06 3.36950404203244e-07 -2.75946348930074e-06 6.55655614607715e-06 5.8255940761188e-06 3.62144172876296e-06 3.34872508548946e-06 1.36540163489173e-06 7.82142901326495e-05 7.60067136781136e-05 7.54643156115122e-05 7.73044277261624e-05 7.84561825441908e-05 7.90273135861623e-05 7.99236075476192e-05 8.31773694495357e-05 8.43779599871826e-05 8.62960497005651e-05 8.91368276124347e-05 9.19456945432914e-05 9.77298869021542e-05 0.000103520156565938 0.000450285125006287 4.82790506194577e-06
"SexM" 4.66915263538033e-07 -1.29252647011646e-07 1.40690188297653e-06 2.97235767467347e-06 4.23171867074469e-06 6.44444574998738e-06 -6.8733862699956e-07 -8.00893272500376e-07 -4.27423342973437e-07 -1.44784081929795e-07 1.84928993993327e-06 5.59181362443259e-06 7.28711215965759e-06 8.59428923167511e-06 9.38881281702723e-06 1.09506811062e-06 2.4355279472889e-06 4.22668957849113e-06 5.47860402528977e-06 7.25210117509915e-06 1.5185395133692e-06 1.73260622061579e-06 6.98235867762112e-07 6.54219405332865e-07 3.31008345224934e-06 7.61968736348094e-06 1.00404809577734e-05 1.10538805752281e-05 1.36777683077089e-06 1.83009547582969e-06 1.84501666454167e-06 5.27174010201468e-07 3.34138032963727e-07 1.1452035158887e-06 1.16758602676028e-06 1.37845985518306e-06 8.13683033719515e-07 8.1012265545554e-07 6.93467601159973e-07 5.39549589858658e-07 4.22279113803935e-07 2.83573301422275e-07 1.13680429819839e-07 1.73844036901668e-07 2.87527139246189e-07 6.85658187156785e-07 1.13166083872612e-06 1.72817264324695e-06 2.2655809706969e-06 2.93925327675165e-06 4.82790506194577e-06 3.19408524942914e-05
