"Immunity_other" "Immunityb45_001-061" "Immunityb45_062-122" "Immunityb45_123-183" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "SexM"
"Immunitysecbnew_001-061" 6.89228621013943e-05 0.000249534040140558 0.000161963019618285 0.000127977344124916 1.87170535421976e-05 2.28596492618568e-05 3.80409564596989e-05 6.59924294225804e-05 0.000105395188984235 0.000223123635004324 0.000166001574786242 0.000133061726115965 0.000126129318821603 1.73049806848994e-05 1.85248368581986e-05 1.75865295609611e-05 1.90079178235011e-05 3.16974575144238e-05 6.35080930013321e-05 8.15266082361926e-05 0.000131828844252931 0.000218772584582984 2.18194770563954e-05 3.02541868153464e-05 6.07709559813656e-05 8.0272916859263e-05 0.000127717735122056 0.000216989158209017 0.000151994804630927 0.000131244444561979 0.000124516685265978 1.86566618262465e-05 2.05774472610416e-05 2.50258496468811e-05 3.17511089208104e-05 6.84336903835685e-05 0.000112811747590606 0.000116334853280169 0.000138433875196017 0.000189991566564 2.0336319729776e-05 3.68711257060682e-05 7.18606977102895e-05 7.62971432480102e-05 4.16797968090775e-05 3.69180978078844e-05 2.83860450970951e-05 3.73808818341385e-05 0.0151823718670615 0.000164974851175358 0.000130323663178785 0.000121287521139006 0.000225269964546062 0.00016578911398248 0.000132963249037684 -4.36276336730577e-06 -5.81637769694611e-06 -8.42284130238342e-06 -1.39128336092194e-05 -1.90486204345659e-05 1.49131342740217e-06
"Immunitysecbnew_062-122" 9.93323989858139e-05 0.000173685443958978 0.000398140218367228 0.000363601787893247 1.89322171167223e-05 2.25626908863266e-05 3.47381647665262e-05 5.54747819431388e-05 7.26866048528752e-05 0.000141434681310617 0.000382088341176211 0.000369827622185974 0.00034873121856129 1.75155430861491e-05 1.85245192968139e-05 1.76661051478333e-05 1.88992892555806e-05 2.8042010428536e-05 4.81664954905603e-05 7.4060540627258e-05 0.000105948929793783 0.000214850046592915 2.08867689978628e-05 2.96944725326945e-05 6.39048934622603e-05 6.87434242001533e-05 8.62838071814609e-05 0.000211524808094681 0.000384951312561945 0.000367971014837684 0.000341329741661955 1.83775422027602e-05 2.01399994964098e-05 2.47236682073274e-05 2.85961553080073e-05 4.87177116309508e-05 9.86902038467333e-05 0.000164468240036907 0.000184219000166031 0.000246060252939881 1.98013381269419e-05 3.57978763431641e-05 5.9389870206084e-05 5.2786001815702e-05 3.90880981129503e-05 5.10195005204226e-05 4.42348720026389e-05 3.80778292153325e-05 0.000164974851175358 0.0142897593647186 0.000366499357265543 7.99897426400018e-05 0.000185022045944779 0.000382310060635345 0.000378019573393257 -4.45549641415573e-06 -5.93432019963074e-06 -8.54031131515762e-06 -1.43606783083252e-05 -1.93695927984144e-05 1.26248409831165e-06
"Immunitysecbnew_123-183" 0.000109866736665075 0.00014299524552474 0.000366903379798843 0.000589935573674282 1.90132226536644e-05 2.2544668828625e-05 3.40422885346209e-05 5.35961386459229e-05 6.83276697450524e-05 0.000110873539369142 0.000364101513235831 0.000565708846719316 0.00063072099103077 1.75983671820407e-05 1.85695372848623e-05 1.77372571503079e-05 1.89368517417698e-05 2.75349511207547e-05 4.48897147382855e-05 6.81972701801004e-05 0.000108501416642353 0.000174655566119079 2.07778309223301e-05 2.86634416850401e-05 6.507745789835e-05 6.83970186377614e-05 7.92855255737922e-05 0.000176802712833003 0.000426345694409208 0.000569673441590362 0.000648593699544218 1.84429239783007e-05 2.00173430768958e-05 2.4605621704791e-05 2.83451384466414e-05 4.5591677390638e-05 8.42445625328016e-05 0.000173780061678542 0.000207847999817183 0.000244137125106575 1.96560626233684e-05 3.52379290452275e-05 5.83787662813321e-05 4.88877092964719e-05 3.52355252367483e-05 5.44732400014284e-05 4.85840930690486e-05 4.27730456651232e-05 0.000130323663178785 0.000366499357265543 0.0308938971281515 7.37054714809621e-05 0.000145108484994824 0.000401433251635218 0.000558271477593397 -4.31599428262508e-06 -5.82820077724982e-06 -8.57410384531473e-06 -1.41027468437751e-05 -1.92524538082008e-05 1.45148967257366e-06
"Immunitysecboost_001-061" 5.67504156082657e-05 0.000116538443911749 7.72899275842751e-05 7.12706738678325e-05 1.89981020572871e-05 2.37371847931056e-05 4.33397945723416e-05 8.89906393350148e-05 0.000129022678923885 0.00012299115324539 7.95394900440905e-05 7.34152210095304e-05 7.09741649471381e-05 1.75131006135629e-05 1.89687296893832e-05 1.79555094866057e-05 1.97653093588249e-05 3.6501777710559e-05 6.4729317241958e-05 9.87161449591343e-05 0.000126173897429434 0.000104058699241196 2.20610698623995e-05 2.95035381207071e-05 6.72509263579337e-05 0.000102897994764337 0.000128670843473613 0.00010908474571602 7.55775691642063e-05 7.21042719351078e-05 7.01464498455462e-05 1.90397328533414e-05 2.07497936914694e-05 2.70725081045244e-05 3.79469914377917e-05 7.226147024828e-05 9.02220894263792e-05 9.60032531822692e-05 0.000109428549339942 9.77495705314141e-05 2.03838291838373e-05 4.19008080819556e-05 9.46501859006443e-05 7.87778478226174e-05 3.52146024710117e-05 2.67055475530851e-05 2.48269006401515e-05 4.42034574258958e-05 0.000121287521139006 7.99897426400018e-05 7.37054714809621e-05 0.00480462981032353 0.000119876694179349 8.06398633327985e-05 7.45043180529547e-05 -4.08082578861874e-06 -5.64875657117258e-06 -8.19246204104455e-06 -1.43351133032326e-05 -2.18946379307127e-05 9.87928529250862e-07
"Immunitysecboost_062-122" 7.07034717151214e-05 0.000219952796817974 0.000181651037883174 0.000142429082081338 1.87704400832712e-05 2.30460513928398e-05 3.81923623266279e-05 6.65307552277061e-05 0.000107238361523759 0.000199140572982978 0.000181475596015465 0.000148670854459974 0.000138819842386047 1.722703042292e-05 1.84328771820275e-05 1.74741071958974e-05 1.89315609500719e-05 3.19169552935746e-05 6.14406760180325e-05 8.25305647103071e-05 0.000130131250241161 0.00020292384245833 2.16527185562881e-05 3.01011655454036e-05 6.143859349618e-05 8.13264575792045e-05 0.000125244830770796 0.000202369876612094 0.000168459592652023 0.000146685809397981 0.000136397291367659 1.84582397561505e-05 2.03853369078801e-05 2.49745638664378e-05 3.19119369007183e-05 6.68785473258475e-05 0.000109015533892684 0.000118891570051942 0.000140367373279168 0.000183920733421994 2.00639840859265e-05 3.69056667755897e-05 7.30379880371674e-05 7.39331670545067e-05 4.0859593135273e-05 3.68981103029644e-05 2.94602837343588e-05 3.78030184927716e-05 0.000225269964546062 0.000185022045944779 0.000145108484994824 0.000119876694179349 0.00973166928888673 0.000180997775943197 0.000149537111736059 -4.12073209646675e-06 -5.87048869089172e-06 -8.78024711790922e-06 -1.51391902530811e-05 -2.27164256973425e-05 1.2216191293447e-06
"Immunitysecboost_123-183" 9.99360751718754e-05 0.000174182917756626 0.00037999211275696 0.000398684101632367 1.89370598193542e-05 2.26705692981931e-05 3.47503980244384e-05 5.55059695772664e-05 7.28542203984257e-05 0.000141748568459245 0.000368283948002879 0.000398089085941929 0.000394017547712999 1.74238519631524e-05 1.8423465806974e-05 1.75563283537336e-05 1.88068784276894e-05 2.80129167674748e-05 4.81684912135735e-05 7.30403816885228e-05 0.000107299435667541 0.000209660493084851 2.083587612231e-05 2.95119540844073e-05 6.39423885469818e-05 6.89724061491092e-05 8.64359491023934e-05 0.000207117734012651 0.000382446420070398 0.000396985062464179 0.00039125651124546 1.82355387719209e-05 2.00204268324881e-05 2.45864175818964e-05 2.84973221088159e-05 4.87614417206244e-05 9.66895167672999e-05 0.000164300418642824 0.000186728031129324 0.000244444932980964 1.96427065761561e-05 3.55786452842835e-05 5.94285363028944e-05 5.28670803825768e-05 3.83778450818997e-05 5.11230457252291e-05 4.42301885012324e-05 3.87946383256004e-05 0.00016578911398248 0.000382310060635345 0.000401433251635218 8.06398633327985e-05 0.000180997775943197 0.0118711064060733 0.000403244869379354 -4.18039674103273e-06 -5.91046834473101e-06 -8.75843574143459e-06 -1.49866798943728e-05 -2.25012023946673e-05 1.236526837234e-06
"Immunitysecboost_184-244" 0.000108762060327449 0.00014515723965539 0.000377664876171138 0.000556748883904269 1.90123207202289e-05 2.26520903669966e-05 3.40948116500399e-05 5.37499024523627e-05 6.87201083591731e-05 0.00011261559673695 0.000372426351876287 0.000538287054378361 0.000587436823276399 1.74970759542123e-05 1.84547373136657e-05 1.75977847710354e-05 1.88112540414465e-05 2.74855143452095e-05 4.49799426685976e-05 6.88502113779133e-05 0.00010781050366403 0.000178524263088367 2.06759185034603e-05 2.87531657801341e-05 6.4839813469914e-05 6.823455904783e-05 7.96832016983689e-05 0.000180057283499975 0.000425774898773287 0.000541417990067658 0.000600687394460955 1.8211075112947e-05 1.98600293876458e-05 2.44523665677772e-05 2.81539430854647e-05 4.55930957659702e-05 8.55224767480512e-05 0.000173116911462564 0.000205383923163245 0.000244018959969357 1.94468074376832e-05 3.50946702696309e-05 5.8195770359e-05 4.89432944958495e-05 3.54978918967358e-05 5.39806482537577e-05 4.81562688958863e-05 4.18387197996518e-05 0.000132963249037684 0.000378019573393257 0.000558271477593397 7.45043180529547e-05 0.000149537111736059 0.000403244869379354 0.0268512466799933 -4.11635819138768e-06 -5.92416663495572e-06 -8.65400099098644e-06 -1.5197160759025e-05 -2.31139517643615e-05 9.45841338103866e-07
"AgeGr45-49" -1.92168491900106e-06 -2.14944683503408e-06 -2.35666957265181e-06 -1.99708571437301e-06 -3.28907220343864e-06 -3.82687591927759e-06 -3.57886332569641e-06 -3.88492438438004e-06 -4.32512756855248e-06 -4.31122146338932e-06 -4.10324201991725e-06 -4.80169603447382e-06 -4.2686861494528e-06 -1.59962726336433e-06 -1.87374678704097e-06 -6.91565105633307e-07 -2.40508025060127e-06 -3.12046767053053e-06 -2.10009307237416e-06 -2.53688068684255e-06 -3.32668330503846e-06 -2.94852918594667e-06 -3.35019748593784e-06 -3.73142561865126e-06 -3.64342088187961e-06 -3.93363951712607e-06 -4.19636499740462e-06 -4.16843854969007e-06 -4.06852230744116e-06 -4.6727501000571e-06 -3.48585873854465e-06 -1.49444745086805e-06 -1.68608810608793e-06 -1.95263324699746e-06 -2.61439006844668e-06 -2.84835043666275e-06 -2.44982056791992e-06 -2.66148794335708e-06 -3.17948189053469e-06 -3.2187751706467e-06 -1.24799132508866e-06 -1.85758802114383e-06 -2.38629875050927e-06 -1.9745768967705e-06 -2.23449523742197e-06 -2.14773576264038e-06 -2.20884379010171e-06 -2.16375990711542e-06 -4.36276336730577e-06 -4.45549641415573e-06 -4.31599428262508e-06 -4.08082578861874e-06 -4.12073209646675e-06 -4.18039674103273e-06 -4.11635819138768e-06 5.44251370955075e-05 3.12821332281501e-05 3.13320865635323e-05 3.13834120912057e-05 3.14546793080176e-05 -3.18078115750367e-08
"AgeGr50-54" -1.15044403613839e-06 -2.94762056223369e-06 -3.49272110291887e-06 -3.03720516401717e-06 -3.19806556527618e-06 -4.22806507336847e-06 -3.86332369542923e-06 -4.22192100608519e-06 -5.01299871512782e-06 -5.10602487134515e-06 -4.68316127833952e-06 -5.92211155345516e-06 -5.10887089571961e-06 -3.47939139854352e-07 -4.14262830035426e-07 1.07629229016206e-06 -1.50172625428067e-06 -3.06969574068162e-06 -1.29748355384877e-06 -1.93443603543524e-06 -3.33589037958425e-06 -2.94525056557836e-06 -2.74611667088997e-06 -3.7132342697323e-06 -3.5555679215993e-06 -3.79212337453011e-06 -4.35541150814823e-06 -4.4476495896641e-06 -4.05172094942691e-06 -5.41530543548672e-06 -4.31191038170189e-06 7.15065870546705e-07 3.50206396441162e-08 -6.18757046537034e-07 -1.27482784249703e-06 -1.84084173081197e-06 -1.53170812814102e-06 -1.73436292300278e-06 -2.55148229088112e-06 -2.94333037555039e-06 1.1003825884756e-06 5.30992883245084e-08 -9.68037511740877e-07 -6.63014841689745e-07 -1.35706357033259e-06 -1.28334383051327e-06 -1.43263824373848e-06 -1.40815952171583e-06 -5.81637769694611e-06 -5.93432019963074e-06 -5.82820077724982e-06 -5.64875657117258e-06 -5.87048869089172e-06 -5.91046834473101e-06 -5.92416663495572e-06 3.12821332281501e-05 6.20221695075009e-05 3.15287226446332e-05 3.17154800229532e-05 3.18655614441581e-05 1.90835182833182e-07
"AgeGr55-59" -2.42863915867278e-07 -3.70968048969607e-06 -4.12837990622707e-06 -3.68626436344558e-06 -3.01457206722817e-06 -5.25270271673985e-06 -4.28421197580983e-06 -4.48242568571297e-06 -6.04118116391394e-06 -6.29916782459197e-06 -5.11109471351466e-06 -7.98744001883056e-06 -6.27882399134617e-06 1.16445973742292e-06 1.06971437715462e-06 2.62731984172916e-06 -6.34464636174521e-08 -2.60563546502533e-06 -5.23827716571434e-07 -1.14659463512839e-06 -3.03286803086104e-06 -2.83448693880744e-06 -2.12382864729789e-06 -3.93082452941384e-06 -3.39689807751844e-06 -3.60821439549681e-06 -4.62175759706708e-06 -4.6856787510902e-06 -3.87657512807895e-06 -6.58305954390781e-06 -3.86063103741967e-06 2.58311347083267e-06 1.23408723969902e-06 6.44628397190232e-07 3.14138558532856e-07 -9.67665213209079e-07 -7.14947747385879e-07 -6.58526896372035e-07 -1.99426260817617e-06 -2.53476527726442e-06 2.85528883735969e-06 1.70051457565842e-06 5.20405974987785e-07 5.90754867025519e-07 -2.60321695814609e-07 -2.47388452020908e-07 -2.08950888222393e-07 -3.53959444002759e-07 -8.42284130238342e-06 -8.54031131515762e-06 -8.57410384531473e-06 -8.19246204104455e-06 -8.78024711790922e-06 -8.75843574143459e-06 -8.65400099098644e-06 3.13320865635323e-05 3.15287226446332e-05 6.53938599721393e-05 3.21496553421684e-05 3.24070682385088e-05 4.10784186745967e-07
"AgeGr60-64" 1.70877301243984e-06 -4.53037122419739e-06 -4.73711884172837e-06 -5.03467204717252e-06 -2.43692607459371e-06 -7.21143191380545e-06 -4.45319130148885e-06 -4.28198906318674e-06 -7.22145290896554e-06 -7.48549863509877e-06 -4.66926761949118e-06 -1.10855679228035e-05 -4.75664821378695e-06 2.60059090334392e-06 2.95690576856223e-06 4.42946516363709e-06 2.1450611454093e-06 -8.88675318333927e-07 1.53371446938897e-06 6.30536772017779e-07 -1.65931583959888e-06 -1.45623485062029e-06 -2.7335541929404e-07 -3.45400209780363e-06 -1.9715050141027e-06 -1.90980783434555e-06 -3.60588564674809e-06 -3.61437703218161e-06 -2.04705564828158e-06 -6.75979894265892e-06 -2.50983212094474e-06 5.3582856160643e-06 3.35617834861567e-06 3.13427963765093e-06 3.39271268493282e-06 1.89001809239328e-06 1.98232926299434e-06 1.97053074394199e-06 5.30646473339036e-07 2.3070599184885e-07 5.39761415416348e-06 4.12437037636832e-06 3.17055048611269e-06 2.97922098759076e-06 2.35148971355625e-06 2.5601639475871e-06 2.71069582347292e-06 2.49460670246718e-06 -1.39128336092194e-05 -1.43606783083252e-05 -1.41027468437751e-05 -1.43351133032326e-05 -1.51391902530811e-05 -1.49866798943728e-05 -1.5197160759025e-05 3.13834120912057e-05 3.17154800229532e-05 3.21496553421684e-05 7.92168621936019e-05 3.33514069732551e-05 8.58555415205537e-07
"AgeGr65-69" 2.63423917337564e-06 -4.2158971623111e-06 -4.49221681283432e-06 -5.89498092103354e-06 -3.17417941092883e-06 -8.71461598553091e-06 -4.93010680743851e-06 -5.13593262831713e-06 -8.53554754311181e-06 -8.28911979336321e-06 -4.95105328592313e-06 -1.2293473484694e-05 -3.82763180053403e-06 3.53635990783165e-06 3.64986139700488e-06 4.97552540047551e-06 2.6561308320409e-06 -4.36890505996984e-07 2.49997444806788e-06 1.17473301075982e-06 -1.45393664359692e-06 -1.02299315456379e-06 8.22245934401524e-07 -2.24211447648811e-06 -6.59360502389856e-07 -7.76419447929319e-07 -2.5154870195043e-06 -2.27478409629014e-06 -7.87349297835821e-07 -5.11211474339773e-06 1.23839856179459e-07 6.34405168777309e-06 4.03441672488922e-06 4.1476351998234e-06 4.71913601587384e-06 3.05456161675772e-06 3.00904409174555e-06 3.18673210215218e-06 1.75075422480638e-06 1.50725749362699e-06 6.25158645249279e-06 5.14192359998295e-06 4.22942097330251e-06 3.96288684974485e-06 3.63463665336283e-06 3.97569003554437e-06 4.47439033924315e-06 3.90956299744641e-06 -1.90486204345659e-05 -1.93695927984144e-05 -1.92524538082008e-05 -2.18946379307127e-05 -2.27164256973425e-05 -2.25012023946673e-05 -2.31139517643615e-05 3.14546793080176e-05 3.18655614441581e-05 3.24070682385088e-05 3.33514069732551e-05 0.000310836654684834 1.15737195724262e-06
"SexM" 1.435000334035e-06 1.40058520694038e-07 -4.97341043779392e-08 2.81831747151304e-07 -3.20306594765101e-08 1.76409239563256e-06 3.12049142303788e-06 1.27735856697435e-06 1.66960170719479e-06 2.86046527975219e-06 1.7253458526805e-06 2.52472377113737e-06 6.56484985778807e-06 -1.12029429403553e-06 -9.65517614154757e-07 -3.21823245287343e-07 1.71942937319e-07 1.63137125019469e-06 2.34676344216073e-06 1.0419943748651e-06 1.22281495211187e-06 2.28166109039729e-06 1.29277072668891e-06 2.55363948399248e-06 3.48602455582918e-06 2.60759090530851e-06 2.70721330140301e-06 3.65181546845685e-06 2.84137352889707e-06 3.376709684396e-06 7.16558175805857e-06 1.85146423172023e-06 1.74830202636148e-06 1.70485720845007e-06 1.65182337950326e-06 3.00484423399402e-06 3.48849241983808e-06 2.6621504475909e-06 2.66124295337408e-06 3.63759814156777e-06 2.12910856652599e-06 2.97061760266212e-06 3.16862541568361e-06 2.23844938633029e-06 1.51289021641368e-06 2.09315942247383e-06 2.20631023312873e-06 2.36193567089325e-06 1.49131342740217e-06 1.26248409831165e-06 1.45148967257366e-06 9.87928529250862e-07 1.2216191293447e-06 1.236526837234e-06 9.45841338103866e-07 -3.18078115750367e-08 1.90835182833182e-07 4.10784186745967e-07 8.58555415205537e-07 1.15737195724262e-06 2.51333758275944e-05
