"Immunity_other" "Immunityb45_001-061" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "SexM"
"Immunitysecbnew_123-183" 4.82135290648328e-05 0.000134865189230527 1.37170613773775e-05 1.60558919824999e-05 2.52166680798246e-05 3.59790721131314e-05 5.33652411716489e-05 0.000121320375350898 0.000489283238954298 0.000686046993397825 0.000774744846897487 9.97606434042991e-06 1.11011226739622e-05 1.07219377591188e-05 1.42482520684963e-05 2.25861323086819e-05 3.05827683034685e-05 5.8898454178033e-05 0.00015064029904261 0.000268145636478894 1.47795439392336e-05 2.085191943397e-05 4.15498506888254e-05 4.86169021464175e-05 7.00460040501521e-05 0.000191451329256427 0.000529601933403325 0.000689198893497677 0.000788004873268838 1.16136873968777e-05 1.34110806059318e-05 1.3894542243737e-05 2.05966864379323e-05 3.42456330500059e-05 6.3013483165149e-05 0.000195125494844198 0.000247115212062616 0.000292596946526369 7.65045538225187e-06 1.52758239119844e-05 2.79834648926815e-05 2.36679874781606e-05 1.77103890943742e-05 3.94915291222999e-05 3.69658734955457e-05 2.71077573464756e-05 0.000113823726839943 0.000380863117840243 0.167378166834995 4.69537798012383e-05 0.000106576193105582 0.000428224963878616 0.000675762422484983 2.29282643481092e-05 1.55494050902067e-05 1.14962971810916e-05 6.61276049271985e-06 6.86828509941254e-06 4.2525353597486e-06 1.30474870224594e-07 -6.83262993096413e-07
"Immunitysecboost_001-061" 2.67812002359001e-05 8.63637193077543e-05 1.40630500773105e-05 1.85000884006433e-05 4.01333188686504e-05 7.81014030839227e-05 0.000110069272610868 8.31991406584361e-05 5.04300266819442e-05 4.78141678390951e-05 4.69247022350641e-05 9.94589044427702e-06 1.1401792216225e-05 1.08900116609507e-05 1.65040589813123e-05 4.33497840654474e-05 5.50213150646134e-05 9.22223415697236e-05 9.26372087967846e-05 5.98844351786709e-05 1.61157509316697e-05 2.50671388759376e-05 5.29661176568466e-05 8.54471820567862e-05 0.000107761204816916 7.43510326960473e-05 4.94976094957635e-05 4.76268694988456e-05 4.69613317359143e-05 1.20163786441052e-05 1.43850707950075e-05 1.59019524424731e-05 3.43196685387725e-05 7.06786040063305e-05 6.48668381495527e-05 7.88589638021804e-05 8.1649839049685e-05 6.17437157266371e-05 7.99034547047724e-06 2.06793157950474e-05 6.26319169625979e-05 5.41869701000676e-05 2.04412203014886e-05 1.27394487116082e-05 1.20469184922268e-05 2.47149157224646e-05 9.15629977282922e-05 5.16767766924354e-05 4.69537798012383e-05 0.0304115241008149 9.33338678014029e-05 5.225226421462e-05 4.75867740463974e-05 2.56180491334992e-05 1.80347114440289e-05 1.44081514367497e-05 8.20732213054931e-06 9.65853344239793e-06 6.11577964803053e-06 2.87864622284648e-06 -8.23075533686963e-07
"Immunitysecboost_062-122" 3.10981956231498e-05 0.00022998902101497 1.38977011226222e-05 1.74345452346362e-05 3.31006784209901e-05 4.93068480201979e-05 0.000109870544148656 0.000221999459137495 0.000139289227203241 0.000115083127422262 0.00010305807920029 9.81893455275649e-06 1.10957938313416e-05 1.06701492695221e-05 1.50458030039979e-05 3.32225566525847e-05 5.21046927514594e-05 7.61615213387659e-05 0.000166619847745434 0.000177156440405781 1.57021181573138e-05 2.47025999901206e-05 4.6022533160177e-05 6.05649930153461e-05 0.000128636000829946 0.000213779173742038 0.000132485480723233 0.000113450883097589 0.000101853973429406 1.17119882549722e-05 1.41635085600858e-05 1.45180367249482e-05 2.48509088589121e-05 6.93805137579237e-05 9.92536380571877e-05 9.88959244940427e-05 0.000152478228901576 0.000166750926667308 7.82814168655994e-06 1.68665660028255e-05 3.82624217725897e-05 4.80926471175044e-05 2.72392667046534e-05 2.31350564662441e-05 1.58815820634822e-05 1.91560370405608e-05 0.000235801364263514 0.000166439980037804 0.000106576193105582 9.33338678014029e-05 0.0437008572120608 0.000160468711206676 0.000110705552313657 2.57800628063212e-05 1.8650606572777e-05 1.49628181070435e-05 8.58447625961021e-06 9.92138873756928e-06 6.15677983520617e-06 2.81674246660698e-06 -7.82446667723507e-07
"Immunitysecboost_123-183" 4.17497475083044e-05 0.00017084268591255 1.39150736113033e-05 1.64760236697968e-05 2.71600954589925e-05 3.84060928403305e-05 5.93149644036383e-05 0.00018796658407545 0.000425892299698446 0.000419503815124846 0.000413808254601271 9.86589193493226e-06 1.10479547240684e-05 1.06575132606454e-05 1.44884075289182e-05 2.39470680278515e-05 3.58736946546567e-05 6.63659304713826e-05 0.000144492997815204 0.000323943827804411 1.51084642487094e-05 2.23175971754867e-05 4.31856018557618e-05 4.98978004744735e-05 7.86548712214949e-05 0.000248530242270221 0.000430362790020886 0.000420487311583182 0.00040738051981752 1.15700193598522e-05 1.36239940210372e-05 1.41162757369918e-05 2.1107880450198e-05 3.87199380496309e-05 8.60416060362584e-05 0.0001749569942234 0.000206767932470592 0.000317303005943683 7.54149220116008e-06 1.57820873538459e-05 2.87463657804159e-05 2.66853209573949e-05 2.20803405154462e-05 3.70669697629883e-05 3.21034215618058e-05 2.17317610382222e-05 0.000158120123303327 0.000421071877498981 0.000428224963878616 5.225226421462e-05 0.000160468711206676 0.0718436571531553 0.000431838054957989 2.54468095164785e-05 1.87245217049754e-05 1.52433408146198e-05 8.49986593206852e-06 9.49957083751422e-06 6.31323440850019e-06 2.51215661177826e-06 -1.04937096211314e-06
"Immunitysecboost_184-244" 4.75458185666041e-05 0.000136640034512681 1.39673219764043e-05 1.63436153790301e-05 2.5580134236904e-05 3.64197672137466e-05 5.40381794133343e-05 0.000126016218551525 0.00048765355874066 0.00066065346273113 0.000733270453501275 9.94851204544973e-06 1.11137713472686e-05 1.07409947670271e-05 1.44481753265471e-05 2.28429867161523e-05 3.10591933395665e-05 6.00831489669582e-05 0.000148854190006194 0.000278429467754324 1.50484783038939e-05 2.12496901687077e-05 4.19182720879542e-05 4.89851042447172e-05 7.08428676053536e-05 0.000196984114326029 0.000523302755930318 0.000663346018315285 0.000744293191286661 1.16507766075593e-05 1.35197790563108e-05 1.39977171331522e-05 2.08077947766211e-05 3.4618276304929e-05 6.51023479243e-05 0.00019437778657271 0.000243000269548463 0.000299237173969749 7.49448736569017e-06 1.52493827604365e-05 2.79814370803127e-05 2.37617111011657e-05 1.80870484996769e-05 3.93458584078923e-05 3.67823305521233e-05 2.65815807468681e-05 0.000116509536974091 0.000393815598163058 0.000675762422484983 4.75867740463974e-05 0.000110705552313657 0.000431838054957989 0.167317252264873 2.55874863910889e-05 1.91706404183927e-05 1.55499601772771e-05 8.42365427593266e-06 9.89324910333694e-06 6.00967179039815e-06 3.35344266568499e-06 -6.65202519210055e-07
"AgeGr0-11" 9.89678756691964e-06 1.73053451441182e-05 2.01135852639649e-05 2.25843111035994e-05 2.06884271517476e-05 2.16505936062152e-05 2.33303365691798e-05 2.30780920394945e-05 2.21884918717049e-05 2.5241781492413e-05 2.61387192692987e-05 1.21814935631836e-05 1.39563445154961e-05 1.35163635504688e-05 1.86958234536282e-05 1.86003958583318e-05 1.67599123978523e-05 1.82481990929904e-05 1.99834987687369e-05 1.84633770667644e-05 2.15850873785006e-05 2.2674925332062e-05 2.16523797303099e-05 2.30335706451737e-05 2.40518909390165e-05 2.33436484406495e-05 2.35143869572574e-05 2.53031593845349e-05 2.26746377983341e-05 1.55076177002708e-05 1.80498553359433e-05 1.53765534849681e-05 1.86666324785317e-05 1.93948483982441e-05 1.85427813610123e-05 1.88416058682693e-05 2.07504693618082e-05 1.95383387518084e-05 6.24038125599893e-06 8.61250234136614e-06 8.79187527087752e-06 7.13768594503569e-06 6.21153776982949e-06 5.75801047608466e-06 6.74503043534035e-06 7.99226472628965e-06 2.29189207317018e-05 2.26393952473634e-05 2.29282643481092e-05 2.56180491334992e-05 2.57800628063212e-05 2.54468095164785e-05 2.55874863910889e-05 0.00017885610653258 0.000140040540425406 0.00013720142214074 0.000135685672258615 0.000137371693378594 0.000136663359205964 0.00013599630785528 4.80021241625442e-07
"AgeGr12-15" -8.73920942628192e-07 4.7427501097749e-06 1.08890264627738e-05 1.40167751556026e-05 1.01576185498087e-05 1.21313298664976e-05 1.50745336422414e-05 1.47857793100031e-05 1.43197831460769e-05 1.90925418132213e-05 2.00879545557509e-05 -3.36327974107141e-06 -2.1196314400519e-06 -1.27039657868906e-06 8.16751344796813e-06 6.96977880051717e-06 3.19767422031933e-06 6.19926052487151e-06 9.14714616346609e-06 6.20264530434237e-06 1.26848055345003e-05 1.40069378524753e-05 1.21587449759447e-05 1.43114854497377e-05 1.60673294928653e-05 1.55754767868946e-05 1.62726077521931e-05 1.91529920741242e-05 1.65682596062099e-05 1.97909224472989e-06 5.51708887556687e-06 2.44320540116763e-06 7.96683448334437e-06 8.23613756190022e-06 7.06029081621324e-06 7.86078953082875e-06 1.10287480201385e-05 9.21738898494291e-06 -6.22705411181892e-06 -3.72257670762484e-06 -2.47952437303586e-06 -2.2838479064195e-06 -2.62307511040929e-07 4.65139693403853e-07 1.1133246801274e-06 1.93710512484756e-06 1.48614534829214e-05 1.50637526871544e-05 1.55494050902067e-05 1.80347114440289e-05 1.8650606572777e-05 1.87245217049754e-05 1.91706404183927e-05 0.000140040540425406 0.000191367758117389 0.000138667317886087 0.000137210033239649 0.000137289531092839 0.000136720012337289 0.000136032147146417 5.50141628680513e-07
"AgeGr16-17" -1.94478150922167e-06 1.89004428648729e-06 6.69710875667507e-06 1.0548472591615e-05 4.81329756356276e-06 6.89702371047775e-06 1.07603591223825e-05 1.02571737149598e-05 9.35000607621371e-06 1.58271903935676e-05 1.68844840040535e-05 -4.72729442012866e-06 -4.15114862426418e-06 -7.05399878634989e-06 2.72998160820313e-06 3.47281717682934e-06 -1.07962501514272e-06 7.805338074904e-07 4.18531961909738e-06 1.68200303893628e-06 8.31242075169936e-06 9.95298011177718e-06 6.93394207590205e-06 9.26533329716367e-06 1.15000409533911e-05 1.09271213107734e-05 1.14995794601963e-05 1.56466303628225e-05 1.33720716648175e-05 -5.22138639726377e-06 3.21061297720769e-07 -3.4716365765318e-06 2.0329823738431e-06 2.71190966684024e-06 1.46964247378522e-06 1.51003970750682e-06 5.83018006528863e-06 4.03805584633006e-06 -4.61531827700362e-06 -2.92555871187891e-06 -2.17224304727361e-06 -1.89655946687488e-06 -4.58482633151841e-07 1.29593147320734e-07 3.90997755034398e-07 5.37412871979479e-07 1.08235476133995e-05 1.10084699919477e-05 1.14962971810916e-05 1.44081514367497e-05 1.49628181070435e-05 1.52433408146198e-05 1.55499601772771e-05 0.00013720142214074 0.000138667317886087 0.00024512087231515 0.00013748500140145 0.000136979999692036 0.000136531035345674 0.000135948709310353 3.11358207341459e-07
"AgeGr18-24" -2.51141919671242e-06 -5.57510845053018e-07 2.45171254327188e-06 5.84698342062171e-06 1.98403091481376e-06 2.46470921476384e-06 4.93557571726955e-06 4.75786547479619e-06 3.40098325748368e-06 8.44718989178203e-06 1.04842753485612e-05 -4.31627093177313e-06 -4.83813434675251e-06 -6.15677239176604e-06 3.76402660134245e-07 1.21819707766559e-07 -3.13555211720945e-06 -1.74180392604584e-06 4.23213698487128e-07 -1.33608650152117e-06 4.10884909937788e-06 5.56882958438462e-06 3.25094633982382e-06 4.41727459891061e-06 5.8488249139718e-06 5.25847257018282e-06 5.21563055317307e-06 8.373638001943e-06 5.69328787525525e-06 -3.20447396419998e-06 2.12459464958988e-07 -3.84315878192689e-06 -1.03131306448015e-08 6.48588564054367e-07 -7.15495561597391e-07 -8.10060525562384e-07 1.86658270480817e-06 1.85934602817984e-07 -1.21135742442313e-06 -8.85912268982366e-07 -7.66321698492612e-07 -8.3570431609431e-07 -8.59665986904321e-07 -4.69138830123563e-07 -1.24785241363224e-06 -1.60827558910164e-06 6.23753534248432e-06 6.27087379512823e-06 6.61276049271985e-06 8.20732213054931e-06 8.58447625961021e-06 8.49986593206852e-06 8.42365427593266e-06 0.000135685672258615 0.000137210033239649 0.00013748500140145 0.000169286371353343 0.000136403205821694 0.000136143950658479 0.000135782017510906 3.86803801639959e-07
"AgeGr25-29" -5.84844669695341e-07 -9.02631811104445e-08 5.04285137922855e-06 6.87137704567734e-06 4.14959269606363e-06 5.10761592379815e-06 6.68926430962656e-06 6.19909096099697e-06 5.55774471150211e-06 8.48880329485952e-06 8.56152479162356e-06 -1.25983651570469e-06 -1.15359042249794e-06 -1.3991131125089e-06 3.4553468947533e-06 2.27412617627767e-06 1.00184404177389e-07 1.60370570058623e-06 3.10566569115706e-06 1.60229689500359e-06 6.10034917881358e-06 6.48630135006899e-06 4.69721174166714e-06 6.07884539382192e-06 7.03255071658599e-06 6.10191773670307e-06 6.54605497056619e-06 8.1542593829624e-06 4.51732562870038e-06 1.15178886180386e-06 3.1102401555637e-06 -7.89262863898099e-08 2.78008685434785e-06 3.06043979340621e-06 1.62406374833357e-06 2.00237382345451e-06 3.6038531132428e-06 2.08987378345864e-06 9.09816167066826e-07 1.08779430525968e-06 9.35595500156247e-07 6.43108223175999e-07 7.51420705362325e-08 5.32228797261075e-08 -9.93420880439919e-07 -8.92694369924698e-07 6.68924239072425e-06 6.54392873934522e-06 6.86828509941254e-06 9.65853344239793e-06 9.92138873756928e-06 9.49957083751422e-06 9.89324910333694e-06 0.000137371693378594 0.000137289531092839 0.000136979999692036 0.000136403205821694 0.000171808139871696 0.000136099862516462 0.000135762097595514 2.84288183877093e-07
"AgeGr30-34" -6.02179922330416e-07 -4.17722236716834e-07 2.90177715337401e-06 4.68397506749622e-06 2.95340823020849e-06 3.19356062377132e-06 4.3641486941559e-06 4.37283184412802e-06 3.69177884561669e-06 6.19949545519152e-06 7.59765276568281e-06 -1.37949640845352e-06 -1.12196786464365e-06 -1.15375758965137e-06 1.90044935861862e-06 1.55912550680852e-06 -7.46957905088671e-08 8.13447877711609e-07 2.00009608996112e-06 1.14420774512618e-06 4.51490798956677e-06 4.89466105223078e-06 3.39515180264624e-06 4.48454122825385e-06 5.27468577554608e-06 4.60891107577423e-06 5.04970283087419e-06 6.56839953431387e-06 4.55579841764307e-06 5.5825072960335e-07 2.20628354263418e-06 9.77638783627075e-08 1.81520683229854e-06 2.23308968946065e-06 1.36119928865576e-06 1.43675822127284e-06 2.69877180335058e-06 1.8434148995862e-06 3.90699835434925e-07 5.77437163026172e-07 2.36079623155929e-07 8.46498410563215e-08 -2.93965554101379e-07 -2.53630473772175e-07 -4.34061386775761e-07 -1.88970059594839e-07 3.72075177737293e-06 3.38093456071127e-06 4.2525353597486e-06 6.11577964803053e-06 6.15677983520617e-06 6.31323440850019e-06 6.00967179039815e-06 0.000136663359205964 0.000136720012337289 0.000136531035345674 0.000136143950658479 0.000136099862516462 0.000164164684932087 0.000135686857346708 2.78950053996138e-07
"AgeGr35-39" -1.72100868392421e-07 -1.07269837947991e-06 1.142236784767e-06 1.86450781811046e-06 1.12763454396326e-06 1.28056103605801e-06 1.74145963340283e-06 1.76552274676551e-06 1.53716443200664e-06 2.60490273684918e-06 3.05806490182093e-06 -5.65817500952695e-07 -5.52683993925502e-07 -4.91245862443106e-07 8.23742880893139e-07 7.78816584533473e-07 -3.41278755335414e-08 3.76982467262938e-07 1.00072198374716e-06 5.467232492017e-07 2.22547187681753e-06 2.14786379060724e-06 1.49268895528001e-06 2.17096989838594e-06 2.48261107820599e-06 2.06622189619425e-06 2.47403315486306e-06 2.84202225232894e-06 1.19109993302325e-08 1.07275189900469e-07 7.26666809482733e-07 1.89878146077268e-08 8.13325188230804e-07 8.27816617795033e-07 5.0759670460701e-07 6.6130259263011e-07 1.21370398208997e-06 9.72650650140484e-07 -1.31432460583969e-10 1.67384542511319e-07 -8.65469901905583e-08 -1.53319110913187e-07 -2.07640092475246e-07 -1.44244907215012e-07 -2.20730592640906e-07 -1.47587602713232e-07 -3.01863600221913e-08 -7.83712178383371e-08 1.30474870224594e-07 2.87864622284648e-06 2.81674246660698e-06 2.51215661177826e-06 3.35344266568499e-06 0.00013599630785528 0.000136032147146417 0.000135948709310353 0.000135782017510906 0.000135762097595514 0.000135686857346708 0.000163401184681153 1.09571827463797e-07
"SexM" 2.78008905861823e-07 9.69168199820324e-08 -1.3387261928359e-07 9.54236521591034e-07 9.48853572592729e-07 1.67877501942728e-07 4.0414871098589e-07 8.58105240214236e-07 2.20924494203098e-07 1.16479818956547e-06 3.31098254377228e-06 -2.16542909201225e-07 -4.48703095717777e-07 -3.63069791411663e-07 -4.00933834484488e-07 2.68141080435269e-07 2.246291927607e-07 -3.76333642591697e-07 -3.54913994234606e-07 -3.84627879204076e-08 4.94222925991524e-07 1.47026849116194e-06 1.24821387517901e-06 8.35253199738857e-07 1.03801636832734e-06 1.29327454274514e-06 7.96257718101737e-07 2.00647793481054e-06 3.12980118676345e-06 7.08662911178908e-07 9.14557418833068e-07 1.37154821524004e-07 2.15344438385255e-07 1.06563531819855e-06 1.00963867775805e-06 3.57600458640032e-07 5.32174689347432e-07 7.20715997550165e-07 5.30532611375687e-07 6.68802884596548e-07 6.36358623112001e-07 4.42192660128648e-07 1.40482007067649e-07 3.9589732868805e-07 4.88085081982854e-07 4.04261794235469e-07 -5.64330944338538e-07 -6.29704440248091e-07 -6.83262993096413e-07 -8.23075533686963e-07 -7.82446667723507e-07 -1.04937096211314e-06 -6.65202519210055e-07 4.80021241625442e-07 5.50141628680513e-07 3.11358207341459e-07 3.86803801639959e-07 2.84288183877093e-07 2.78950053996138e-07 1.09571827463797e-07 2.02925917428632e-05
