"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"AgeGr16-17" -6.5813305132149e-05 2.83644580588564e-05 3.09651834457606e-05 3.44431308250301e-05 6.96476609860864e-05 7.89023126219715e-05 8.27170513993378e-05 -0.000127679832179148 -0.000104977023284176 -0.000206227536409867 -2.12455007197371e-06 2.50698144107845e-05 -3.37814312069361e-05 3.77559057427568e-05 9.44105727674356e-05 8.77671073398638e-05 4.79206598973628e-05 5.02800834174875e-05 6.47686540271615e-05 9.26591453344278e-05 9.7659317943681e-05 0.000103160462317867 -0.000123028681503236 -2.03120578287172e-05 -6.0981538396175e-05 -1.33321571275868e-06 4.60082628868527e-05 1.5706498481198e-05 6.03072256694296e-05 0.000113395829379633 0.00010931766904188 -0.000139153152877994 -0.000110514450690232 -9.7744519880379e-05 -6.79242215273289e-05 -1.78485237457607e-05 -5.3801437288366e-06 2.10043004754922e-06 9.36658365995008e-06 7.07059605080936e-05 7.54739169191761e-05 0.00077001978560277 0.000818206529166358 0.034156010985581 0.00080631366968104 0.000793127662713572 0.000788877285943548 0.000782319757938379 0.000766266371594157 0.000761079352683142 0.000756213237714623 0.000750564652710894 0.000745565158229211 0.000740242392968564 0.000736381999357342 0.000738407986722477 2.68093910026002e-06
"AgeGr18-24" -6.8965656602831e-05 4.39556440997928e-06 1.13288690622575e-05 1.4138378050189e-05 3.17567800355249e-05 4.09458669411801e-05 4.60728929315109e-05 -0.000104906177425056 -0.000109903902183195 -0.000166168822054118 -1.99416114513305e-05 -1.59743767153824e-06 -5.11268034896115e-05 2.77438195589888e-06 4.97795960160418e-05 3.15624111839233e-05 2.06288592500559e-05 2.58079004892764e-05 3.31712887010943e-05 4.87468371475135e-05 5.51609304153059e-05 6.05428396315847e-05 -7.03758958090748e-05 -8.94277851979708e-06 -5.70786261121223e-05 -1.42227227453878e-05 1.96134728931791e-05 -1.76661732243973e-05 1.02752687667555e-05 5.70746522886749e-05 3.3171502611449e-05 -3.07537805708557e-05 -2.65473826322041e-05 -2.31091528353429e-05 -1.74419677529817e-05 -2.30586159308222e-05 -1.77119517832137e-05 -2.89352742056375e-05 -3.04003575356729e-05 3.46524879578628e-05 3.83044745877005e-05 0.000759959514826452 0.000798325038069207 0.00080631366968104 0.00315130045362157 0.000787361750582805 0.000784254158104444 0.000779354421124149 0.00076942379016892 0.000766095450969288 0.000762593724923886 0.000758438693200016 0.000755310453750748 0.000751797718886672 0.000749764125272256 0.000749883895651458 2.84185698342756e-06
"AgeGr25-29" -3.66407749117564e-05 4.10624354151615e-05 3.84604917244159e-05 3.86462956166898e-05 5.27726470265527e-05 5.1422085098241e-05 5.00688263744009e-05 -4.83792947925648e-05 -4.23599162137533e-05 -6.3252494449718e-05 2.96384292591798e-05 3.17077340720836e-05 -2.47607951313173e-06 3.62908527362023e-05 5.7435127159938e-05 3.00454966421136e-05 5.21641740909703e-05 5.03825573809144e-05 5.25257543910706e-05 6.48698236244547e-05 6.3141207834521e-05 6.1300241882816e-05 7.5482008240514e-06 3.87932596506265e-05 2.33330303484946e-06 3.21942618126023e-05 4.73228554497619e-05 1.54261990836788e-05 3.5145715215593e-05 6.02249169099659e-05 2.37443925960916e-05 1.16493417743487e-05 1.03490454177423e-05 7.77718984482838e-06 9.78920887891687e-06 -7.45267232431783e-06 -1.418040554095e-05 -2.65318956099362e-05 -2.59979870435067e-05 4.5088814433535e-05 4.58414063679051e-05 0.000786490077924195 0.000794655805789707 0.000793127662713572 0.000787361750582805 0.00255487920250808 0.000781925256173783 0.000777957457994047 0.00076804807694249 0.000766279151880649 0.000764720221977879 0.000762706941754475 0.000759741694102932 0.000756979772359136 0.000754163850769786 0.000758514062192892 2.47203996735552e-06
"AgeGr30-34" -3.29087940603441e-05 2.56313424625376e-05 2.57887675749726e-05 2.74649521926859e-05 3.73423614671053e-05 3.79025577555153e-05 3.91353946672108e-05 -4.99297597250396e-05 -4.07084435083492e-05 -4.98941382309923e-05 1.41765868156521e-05 2.09331801469476e-05 -3.34614679346787e-06 2.13276583788925e-05 4.68245825181055e-05 2.67681639296652e-05 3.79004865666326e-05 3.77679729203406e-05 4.00169844960656e-05 4.97902260682878e-05 4.97405181684683e-05 5.18813604240513e-05 2.08882129876473e-07 2.7304266366244e-05 3.79584315898841e-06 2.26690169032844e-05 3.71827134643923e-05 1.72596055705973e-05 2.79466058341597e-05 5.32438533783249e-05 3.05121659152428e-05 -2.76805664355982e-06 -1.76153945557815e-06 -6.3186072783122e-06 -1.06201560419058e-06 -1.29233908590572e-05 -1.82557344134027e-05 -1.92607774980804e-05 -1.5561011738903e-05 3.24000411922547e-05 3.18241728847337e-05 0.000781176642327999 0.000789984855886307 0.000788877285943548 0.000784254158104444 0.000781925256173783 0.00196184930095433 0.000776791440721249 0.000769409377697645 0.000767937364355102 0.000766551166218822 0.000764834281940835 0.000762651113617656 0.000760417664794396 0.000758306835847534 0.000761077581672874 2.35318421170852e-06
"AgeGr35-39" -1.87848428134882e-05 1.44282621924447e-05 1.43381649852455e-05 1.54886775082107e-05 2.17761780206893e-05 2.19867302961332e-05 2.23039899215884e-05 -2.73168510550474e-05 -2.31794609730754e-05 -2.84713709313633e-05 7.68923804624778e-06 1.26518788782806e-05 -2.39418849836109e-06 1.18294074501631e-05 2.9816038731317e-05 1.46023087714046e-05 2.17503169533913e-05 2.19243418280718e-05 2.30036891393824e-05 2.92400782610812e-05 2.95353345584881e-05 3.00590421379839e-05 -4.97402208730679e-06 9.82906906457532e-06 7.74509166098156e-07 1.2134437138553e-05 1.94356278299695e-05 9.3139913593597e-06 1.68323243568247e-05 3.36688056515133e-05 1.7491312357295e-05 -1.01125849525158e-05 -6.49083272625997e-06 -9.35993023126618e-06 -4.75251032833234e-06 -9.61801188292666e-06 -1.1942690995883e-05 -9.31825656369629e-06 -6.99085881233796e-06 1.90982022731916e-05 1.99858733617607e-05 0.00077757328815798 0.000783113146083712 0.000782319757938379 0.000779354421124149 0.000777957457994047 0.000776791440721249 0.00176815176686242 0.000770831353874809 0.000769898281129097 0.000769030488092092 0.000767946229748443 0.000766630913944797 0.000765308302526036 0.000764073168187812 0.000765564809477269 3.4895763792995e-07
"AgeGr45-49" -1.26369166804517e-05 -3.74864495467292e-05 -3.84009435391555e-05 -3.67765892267628e-05 -4.42827137035103e-05 -4.5803701720055e-05 -4.19795374306014e-05 -1.4041207498721e-05 -1.66328948002802e-05 -5.10861307653079e-06 -2.4993249093856e-05 -3.38001772428244e-05 -2.19480630314271e-05 -2.85183860298787e-05 -4.78324507247529e-05 -3.27727692771502e-05 -3.989356176957e-05 -4.25375405774496e-05 -4.26837862581983e-05 -4.69989027511979e-05 -5.0194597377517e-05 -4.71449350256255e-05 -1.5249003908951e-05 -1.73019643779753e-05 -1.95686521436261e-05 -2.70851626121609e-05 -3.29059535557798e-05 -2.78232504918345e-05 -3.25811705678281e-05 -5.2686403882916e-05 -3.89844603539177e-05 -8.40605048828684e-06 -1.3424744557931e-05 -1.84120561492486e-05 -1.5943085367381e-05 -2.10633540112266e-05 -1.90793496246321e-05 -2.29028235747825e-05 -2.3676199156687e-05 -3.92439440500118e-05 -4.01551412541601e-05 0.000755947814943096 0.000762949318383839 0.000766266371594157 0.00076942379016892 0.00076804807694249 0.000769409377697645 0.000770831353874809 0.0013321638275592 0.000777000246896284 0.00077749042153362 0.000778248023613434 0.000780170222463797 0.000782275742183828 0.000785007675327525 0.000780996251721989 8.30908142739022e-07
"AgeGr50-54" -3.10842350321904e-06 -3.97578787561121e-05 -4.43470577450075e-05 -4.30059166705088e-05 -5.33645771381337e-05 -5.87491342422525e-05 -5.55026741388795e-05 -2.13108140561304e-06 -2.86294173295651e-06 1.24562466940988e-05 -1.57064973457038e-05 -3.63014457703912e-05 -1.85088225690683e-05 -2.66112957534314e-05 -6.33432634606155e-05 -4.2924622031971e-05 -3.54133575781487e-05 -4.48585721571316e-05 -4.51321541039594e-05 -4.92190920466316e-05 -6.09349794571423e-05 -5.75302848490509e-05 1.02940123711684e-05 3.31459926109137e-06 -4.30672881967113e-06 -1.29588783308719e-05 -2.57110719812718e-05 -2.1930992038282e-05 -2.77700479490354e-05 -6.21385669467615e-05 -4.88337678269628e-05 1.76184694434328e-05 8.29126163328954e-06 -1.18356010996878e-06 -5.93112698566631e-07 -1.26351853867348e-05 -1.15534952546252e-05 -1.59680805203963e-05 -1.65301084668205e-05 -5.42180871913947e-05 -5.58674396722055e-05 0.000757743703772921 0.000758475935746163 0.000761079352683142 0.000766095450969288 0.000766279151880649 0.000767937364355102 0.000769898281129097 0.000777000246896284 0.00140400740954238 0.000780147421660909 0.000782451429543111 0.000785647196014011 0.000788996257665363 0.000792630211987325 0.000788610963249233 3.01998426256794e-06
"AgeGr55-59" 9.60373981426462e-06 -3.73851903629421e-05 -5.16660158835698e-05 -4.70359446064647e-05 -5.90644723671193e-05 -7.46718973379283e-05 -6.82359538607242e-05 1.38790554160498e-05 1.53848994165262e-05 3.09788226175939e-05 4.07908430555276e-06 -2.88030771695218e-05 -1.02052621251213e-05 -1.71448091442335e-05 -6.75316167991088e-05 -5.00340885936402e-05 -2.64103989817892e-05 -4.68449163019316e-05 -4.35264222994297e-05 -4.79449288765268e-05 -7.37940180247853e-05 -6.302093075331e-05 3.69184212022934e-05 2.02821724737065e-05 1.25761474475238e-05 1.08632156487282e-05 -1.21560165702423e-05 -9.31434108097587e-06 -1.11196877457186e-05 -5.6936169222898e-05 -4.47655480030281e-05 4.10660912549831e-05 3.02962366074825e-05 1.83131904639627e-05 1.63821677310868e-05 2.95551382367579e-06 3.22728806944551e-06 -2.36976754704225e-07 -2.04563679561149e-06 -7.15404787138757e-05 -7.64599506692828e-05 0.000762152686499759 0.000755131494958734 0.000756213237714623 0.000762593724923886 0.000764720221977879 0.000766551166218822 0.000769030488092092 0.00077749042153362 0.000780147421660909 0.00136280692695179 0.000787635734105456 0.000792489591081905 0.000797478619078726 0.000802194987012211 0.000798439963007322 5.53366186771593e-06
"AgeGr60-64" 2.82577627063763e-05 -3.4130947545186e-05 -7.05054618859023e-05 -5.55051111377255e-05 -6.73533153221319e-05 -0.000103097043779761 -7.78405200469816e-05 3.00862072029962e-05 3.58057828859603e-05 4.98670567941771e-05 2.87014345451501e-05 -1.21302667508715e-05 6.79316148970324e-06 -2.63639617420224e-06 -6.1813759826857e-05 -3.8662301698386e-05 -4.64793844167692e-06 -4.22939480764917e-05 -3.15846869829682e-05 -3.37201385653231e-05 -8.02078611519389e-05 -5.66308203029256e-05 6.94641571729555e-05 4.51683718975132e-05 4.07208016324216e-05 4.88021420252198e-05 2.2124956887189e-05 2.35905745820578e-05 2.22804821553249e-05 -1.87232458329768e-05 -6.09503632478801e-06 7.14547556080933e-05 5.97275310261398e-05 4.52450760110462e-05 4.15582120544385e-05 3.27726296194212e-05 3.3407786256892e-05 3.33036985344039e-05 2.94265411665119e-05 -0.000112986258553748 -0.000121334936969122 0.000767598957361117 0.00075128349520122 0.000750564652710894 0.000758438693200016 0.000762706941754475 0.000764834281940835 0.000767946229748443 0.000778248023613434 0.000782451429543111 0.000787635734105456 0.00155660396809268 0.00080421952413044 0.00081203106693605 0.000818725226281526 0.000814831933666392 1.06601307228108e-05
"AgeGr65-69" 3.31549751183521e-05 -5.42971651441906e-05 -0.000102679105167881 -7.61332931115468e-05 -9.42673767350378e-05 -0.000139499848268511 -9.03030984233992e-05 3.15089989232964e-05 3.91041124324278e-05 5.2875105515353e-05 3.17312077534248e-05 -1.49034819401257e-05 8.7235798801677e-06 -2.89490036034703e-06 -7.21255884179812e-05 -3.88687973682827e-05 5.35510149629819e-06 -3.51491640139118e-05 -2.38382103966021e-05 -2.55675711000256e-05 -7.52106360402889e-05 -4.66261472335047e-05 7.98297399375686e-05 5.07822024169843e-05 5.11085085831888e-05 6.24242277190151e-05 3.443634948539e-05 3.71736611450755e-05 3.49310541786807e-05 -3.60785163432842e-06 1.33508789154548e-05 8.12266509275048e-05 7.05527430053746e-05 5.5648955899078e-05 5.21284390412783e-05 4.95879464976071e-05 4.95492786394846e-05 4.95949132065644e-05 4.39167870375199e-05 -0.000181558116017111 -0.000191628640649331 0.000763205494547407 0.000745639904488873 0.000745565158229211 0.000755310453750748 0.000759741694102932 0.000762651113617656 0.000766630913944797 0.000780170222463797 0.000785647196014011 0.000792489591081905 0.00080421952413044 0.00163019410992082 0.00082636565428443 0.000835471414370224 0.000829367455836415 1.63602011568324e-05
"AgeGr70-74" 2.50327383904221e-05 -4.5846689611926e-05 -0.000141616878169791 -0.00014238754981329 -0.000117599577360712 -0.000201890163479681 -0.000217164441629321 3.74805997539838e-05 4.15721870912895e-05 6.03478136718426e-05 3.88247635798581e-05 -3.66907035815888e-05 -1.98154205002246e-05 -2.05547951739519e-05 -0.000119493476702552 -0.000121985836777487 8.78791216056776e-06 -5.01306035407655e-05 -5.08496790855424e-05 -4.45513911342143e-05 -0.000113080295725223 -0.000131118859432169 8.29583977537435e-05 5.21182494463509e-05 5.12401223066138e-05 6.06060326977719e-05 2.14566437014162e-05 1.84202154228722e-05 1.48111065626275e-05 -3.32489223408366e-05 -3.39586547594781e-05 8.27989011616753e-05 6.21997978318315e-05 3.83245015918524e-05 4.39540406859522e-05 5.30235182190347e-05 4.97558406207194e-05 4.85278457365336e-05 3.51585909860557e-05 -0.000260179985986742 -0.000278633596495211 0.000758348416756501 0.000740242666062388 0.000740242392968564 0.000751797718886672 0.000756979772359136 0.000760417664794396 0.000765308302526036 0.000782275742183828 0.000788996257665363 0.000797478619078726 0.00081203106693605 0.00082636565428443 0.00167281841316122 0.000858284945773871 0.000851845308845955 2.1987700456567e-05
"AgeGr75-79" 2.38441356114083e-06 -4.729000051618e-05 -0.000186614083557218 -0.000224559301489879 -0.000149459045297819 -0.000269154632030176 -0.0003676705578687 2.71999802873341e-05 2.88143449584341e-05 5.31541014250706e-05 2.94586607895102e-05 -6.75718706551734e-05 -6.34257097635526e-05 -5.49034144229446e-05 -0.000173021691247976 -0.000221386073692609 -4.08023313214237e-06 -7.53683858657793e-05 -8.95557431261459e-05 -7.8660528524568e-05 -0.00015860075867376 -0.000208781199626537 7.17750447555454e-05 3.88166967496184e-05 3.73897132664576e-05 4.3232384002074e-05 -5.88544029664569e-06 -1.35807014757152e-05 -2.01988808829078e-05 -7.77527154659269e-05 -8.97845844519812e-05 7.09047938972555e-05 4.00414843289108e-05 7.59868914062107e-06 2.21891086663374e-05 4.19843446599855e-05 3.55094492524482e-05 3.28327455143926e-05 1.2837860439925e-05 -0.000353401587918857 -0.000370040693282962 0.00074666973611381 0.000734549270338498 0.000736381999357342 0.000749764125272256 0.000754163850769786 0.000758306835847534 0.000764073168187812 0.000785007675327525 0.000792630211987325 0.000802194987012211 0.000818725226281526 0.000835471414370224 0.000858284945773871 0.00183754486392842 0.000873055976008882 2.93797362086064e-05
"AgeGr80+" 2.49850829063985e-05 1.3596142362517e-05 -0.000131949052116531 -0.000198282050897192 -0.00010297241975867 -0.00022862108278445 -0.000375278067930015 6.50787019637201e-05 6.78371089561309e-05 9.40960606859409e-05 7.39467625241771e-05 -2.18937058758094e-05 -8.3835105554721e-05 -4.21640556349755e-05 -0.000145314456220277 -0.000323499501414175 4.35930943049419e-05 -3.81019748783173e-05 -6.37754053289402e-05 -4.55786765419799e-05 -0.000133682285853454 -0.000218151660975517 0.00011043789604604 8.28295786003022e-05 7.86556868445901e-05 7.85053057576008e-05 2.72402219944913e-05 2.51697983611631e-06 -3.86945562947464e-06 -5.84483430066925e-05 -0.00011429845907924 0.000106301477127423 6.91960696850121e-05 2.99439315116257e-05 5.10772078890385e-05 7.93933777658111e-05 6.83785748639771e-05 6.15265178524533e-05 3.94570582578428e-05 -0.000322218776648833 -0.000328327461561476 0.000771809557576363 0.000742455226496642 0.000738407986722477 0.000749883895651458 0.000758514062192892 0.000761077581672874 0.000765564809477269 0.000780996251721989 0.000788610963249233 0.000798439963007322 0.000814831933666392 0.000829367455836415 0.000851845308845955 0.000873055976008882 0.00162412593430178 4.54990971414219e-05
"SexM" 9.7570252151406e-06 -1.52416964219375e-06 5.04184519420521e-06 1.05915376623209e-05 7.6342972945943e-06 1.30576820333845e-05 2.28360524132983e-05 -7.02741389615658e-06 -9.1040003408021e-06 -4.22405272726948e-06 -1.98530607149335e-07 1.10777830494036e-05 1.75918171342857e-05 9.10797455992177e-06 2.25863750783618e-05 5.05250906884988e-05 6.5665711284792e-06 1.15818166716111e-05 1.98324549629667e-05 1.4762607599732e-05 1.7942290322058e-05 3.99972987499193e-05 1.44701097325804e-05 1.30544830471489e-05 1.06924998858845e-05 1.04586971076025e-05 2.04170649045845e-05 2.63929587112032e-05 1.63107248997928e-05 3.02702853288493e-05 6.73087021133184e-05 1.5332319342841e-05 1.97558926232339e-05 2.12166924160124e-05 1.47809572066575e-05 7.17442188603655e-06 1.26530269056876e-05 1.35857600326382e-05 1.36224150717187e-05 -2.33975993067238e-06 -1.13606180076977e-05 6.19925851812262e-06 5.3616061529952e-06 2.68093910026002e-06 2.84185698342756e-06 2.47203996735552e-06 2.35318421170852e-06 3.4895763792995e-07 8.30908142739022e-07 3.01998426256794e-06 5.53366186771593e-06 1.06601307228108e-05 1.63602011568324e-05 2.1987700456567e-05 2.93797362086064e-05 4.54990971414219e-05 0.000272274367473316
